title,release_year,genres,score,budget,revenue
The Guilty,2021,"Drama, Thriller",64.0,71000000.0,421674822.0
The Guest,2015,"Mystery, Thriller, Action",66.0,5000000.0,2700051.0
The Guardians of the Galaxy Holiday Special,2022,"Comedy, Science Fiction, Adventure",73.0,97200000.0,641749489.4
The Guardian,2006,"Action, Adventure, Drama",71.0,70000000.0,94973540.0
The Gruffalo,2010,"Animation, Family",72.0,115500000.0,425732545.6
The Grudge 3,2009,"Mystery, Horror, Thriller",54.0,5000000.0,38610009.0
The Grudge 2,2006,"Horror, Thriller",55.0,20000000.0,70743839.0
The Grudge,2020,"Horror, Mystery",55.0,10000000.0,187281115.0
The Grudge,2004,"Horror, Mystery, Thriller",59.0,10000000.0,187281115.0
The Grissom Gang,1971,"Drama, Action, Thriller, Crime",66.0,123940000.0,854413587.0
The Grinch,2018,"Animation, Family, Comedy, Fantasy",68.0,75000000.0,508575295.0
The Grey,2012,"Drama, Thriller, Action, Adventure",66.0,25000000.0,81249176.0
The Green Mile,2000,"Fantasy, Drama, Crime",85.0,60000000.0,290701374.0
The Green Knight,2021,"Adventure, Drama, Fantasy",66.0,15000000.0,20022491.0
The Green Inferno,2013,"Horror, Thriller, Adventure",57.0,1000000.0,12931420.0
The Green Hornet,2011,"Action, Crime, Comedy",56.0,110000000.0,229155503.0
The Greatest Story Ever Told,1965,"Drama, History",65.0,20000000.0,15473333.0
The Greatest Showman,2017,Drama,79.0,84000000.0,430782826.0
The Greatest Game Ever Played,2005,Drama,72.0,25000000.0,15468266.0
The Greatest Beer Run Ever,2022,"Drama, Comedy, War, History",77.0,2800000.0,22418783.2
The Great Wall,2017,"Action, Adventure, Fantasy",60.0,150000000.0,334486852.0
The Great Mouse Detective,1986,"Animation, Family, Adventure, Mystery",71.0,14000000.0,38625550.0
The Great Hack,2019,Documentary,69.0,111600000.0,767228967.6
The Great Gatsby,2013,"Drama, Romance",74.0,190000000.0,353640419.0
The Great Gatsby,1974,"Drama, Romance",63.0,190000000.0,353640419.0
The Great Escape,1963,"Adventure, Drama, History, Thriller, War",79.0,4000000.0,11972799.0
The Great Dictator,1941,"Comedy, War",83.0,2000000.0,11000000.0
The Great Debaters,2007,Drama,72.0,15000000.0,30261293.0
The Gray Man,2022,"Action, Thriller",70.0,200000000.0,451178.0
The Grapes of Wrath,1940,Drama,78.0,800000.0,1591000.0
The Grand Budapest Hotel,2014,"Comedy, Drama",81.0,31000000.0,163503514.0
The Graduate,1968,"Comedy, Drama, Romance",77.0,3000000.0,104945305.0
The Grace Card,2011,Drama,73.0,200000.0,2430735.0
The Gospel of John,2003,"Drama, History",77.0,11000000.0,4234355.0
The Goonies,1985,"Adventure, Comedy, Family",75.0,19000000.0,61389680.0
The Good Son,1994,"Thriller, Drama",68.0,17000000.0,60613008.0
The Good Shepherd,2007,"Drama, Thriller, History",63.0,80000000.0,100378271.0
The Good Nurse,2022,"Drama, Crime, Mystery",70.0,118800000.0,806055991.2
The Good Neighbor,2022,Thriller,71.0,105.0,94909.0
The Good Mother,1988,"Drama, Romance",58.0,14000000.0,4764606.0
The Good Liar,2019,Crime,67.0,10000000.0,33209936.0
The Good Doctor,2011,"Drama, Thriller, Mystery",62.0,6000000.0,5206.0
The Good Dinosaur,2016,"Adventure, Animation, Family",68.0,187500000.0,333771037.0
The Goldfinch,2019,Drama,72.0,40000000.0,9429910.0
The Golden Compass,2007,"Adventure, Fantasy",60.0,205000000.0,367262558.0
The Golden Child,1986,"Action, Adventure, Comedy",59.0,12000000.0,79817937.0
The Gold Rush,1976,"Adventure, Comedy, Drama",80.0,923000.0,4000000.0
The Gods Must Be Crazy II,1989,"Action, Comedy",70.0,110000000.0,752859753.4
The Gods Must Be Crazy,1984,"Action, Comedy",73.0,5000000.0,60000000.0
The Godfather Part III,1991,"Crime, Drama, Thriller",74.0,54000000.0,136766062.0
The Godfather Part II,1975,"Drama, Crime",86.0,13000000.0,102600000.0
The Godfather,1972,"Drama, Crime",87.0,7000000.0,270007394.0
The Glimmer Man,1996,"Action, Crime",55.0,45000000.0,36404841.0
The Glass House,2001,"Drama, Thriller",59.0,22000000.0,22861785.0
The Glass Castle,2017,Drama,72.0,9000000.0,22088533.0
The Giver,2014,"Drama, Science Fiction",65.0,25000000.0,66540205.0
The Girl with the Dragon Tattoo,2012,"Thriller, Crime, Mystery",74.0,90000000.0,239373970.0
The Girl with All the Gifts,2017,"Drama, Horror, Thriller, Science Fiction",65.0,5005600.0,172698181.6
The Girl on the Train,2016,"Thriller, Mystery, Drama",64.0,45000000.0,174278214.0
The Girl in the Spider's Web,2018,"Action, Crime, Thriller, Drama",61.0,43000000.0,35164920.0
The Girl Who Escaped: The Kara Robinson Story,2023,"Drama, Thriller, Crime",73.0,87600000.0,830669408.0
The Girl Who Believes in Miracles,2021,"Family, Drama",77.0,90400000.0,747870667.2
The Girl Next Door,2004,"Comedy, Romance",67.0,25000000.0,31635150.0
The Girl Next Door,2007,"Thriller, Crime, Drama, Horror",67.0,25000000.0,31635150.0
The Gift,2001,"Horror, Drama, Thriller, Mystery",64.0,5000000.0,58978477.0
The Gift,2015,"Thriller, Mystery, Drama",67.0,5000000.0,58978477.0
The Ghost of Lord Farquaad,2004,"Fantasy, Animation, Comedy, Family, Adventure",60.0,127000000.0,425824312.8
The Ghost and the Darkness,1997,"Adventure, Action, Thriller",68.0,55000000.0,38564422.0
The Ghost Writer,2010,"Thriller, Mystery",68.0,45000000.0,65532491.0
The Getaway,1972,"Action, Crime, Thriller",71.0,3352254.0,36734619.0
The Gentlemen,2020,"Comedy, Crime, Action",77.0,22000000.0,113152222.0
The Genesis Children,1972,Drama,54.0,132600000.0,293773121.0
The General's Daughter,1999,"Thriller, Mystery, Drama, Crime",64.0,60000000.0,149705852.0
The General,1984,"Action, Adventure, Comedy, Drama, War",80.0,750000.0,1000000.0
The Game Plan,2007,"Comedy, Family",65.0,22000000.0,146590987.0
The Game,1997,"Drama, Thriller, Mystery",76.0,50000000.0,80369970.0
The Gallows,2015,"Horror, Thriller",50.0,100000.0,41656474.0
The Furies,2019,"Horror, Action, Thriller",55.0,87700000.0,324752855.2
The Full Monty,1997,Comedy,70.0,3500000.0,261249383.0
The Fugitive,1993,"Action, Thriller, Drama",75.0,44000000.0,353715317.0
The Frozen Ground,2013,"Thriller, Crime",63.0,19200000.0,5617460.0
The Front Runner,2018,"Drama, History",59.0,9438800.0,3242235.0
The Frighteners,1997,"Horror, Comedy",69.0,30000000.0,29359216.0
The Friendship Game,2022,"Science Fiction, Horror",53.0,104050080.0,536903130.0
The French Lieutenant's Woman,1981,"Drama, Romance",65.0,37595000.0,2689068.0
The French Dispatch,2021,"Comedy, Drama, Romance",72.0,25000000.0,46333545.0
The French Connection,1972,"Action, Crime, Thriller",75.0,2200000.0,41159421.0
The Fox and the Hound 2,2006,"Adventure, Animation, Comedy, Family",61.0,24000000.0,120165396.4
The Fox and the Hound,1981,"Adventure, Animation, Drama, Family",71.0,12000000.0,29800000.0
The Fourth Kind,2009,"Mystery, Science Fiction, Thriller",63.0,10000000.0,49486874.0
The Fountain,2007,"Drama, Adventure, Science Fiction, Romance",69.0,35000000.0,15461638.0
The Founder,2016,"Drama, History",71.0,15000000.0,24403192.0
The Forgotten,2004,"Thriller, Drama, Mystery, Science Fiction",59.0,50000000.0,117211892.0
The Forgiven,2022,Drama,59.0,88000000.0,503089616.8
The Forever Purge,2021,"Horror, Action, Thriller",71.0,18000000.0,76950525.0
The Forest,2016,"Horror, Thriller, Mystery",52.0,10000000.0,40749230.0
The Foreigner,2017,"Action, Thriller",69.0,35000000.0,145374099.0
The Forbidden Kingdom,2008,"Action, Adventure, Fantasy",66.0,55000000.0,129075270.0
The Fog,2005,"Horror, Thriller",45.0,18000000.0,37048526.0
The Fog,1980,Horror,67.0,18000000.0,37048526.0
The Flyboys,2008,"Adventure, Action",76.0,119400000.0,500107045.2
The Fly II,1989,"Horror, Science Fiction, Thriller",56.0,4865000.0,38903179.0
The Fly,1987,"Horror, Science Fiction",74.0,15000000.0,60629159.0
The Florida Project,2017,Drama,74.0,2000000.0,11275645.0
The Flintstones in Viva Rock Vegas,2000,"Comedy, Family, Romance",48.0,58000000.0,59431365.0
The Flintstones,1994,"Fantasy, Comedy, Family",53.0,45000000.0,358500000.0
The Five-Year Engagement,2012,"Comedy, Romance",58.0,30000000.0,61623819.0
The First Wives Club,1996,Comedy,67.0,30000000.0,181489203.0
The First Time,2012,"Drama, Comedy, Romance",70.0,27690400.0,22836.0
The First Purge,2018,"Horror, Action, Thriller",60.0,13000000.0,137054597.0
The Firm,1993,"Drama, Mystery, Thriller",67.0,42000000.0,270340892.0
The Finest Hours,2016,"Action, Drama, History, Thriller",66.0,70000000.0,49252761.0
The Final Wish,2019,Horror,50.0,102800000.0,545695337.6
The Final Destination,2009,"Horror, Mystery",56.0,40000000.0,187384627.0
The Final Cut,2004,"Drama, Mystery, Science Fiction, Thriller",60.0,7778800.0,548039.0
The Final Countdown,1980,"War, Action, Science Fiction",66.0,12000000.0,16647800.0
The Final,2010,"Thriller, Horror",60.0,1000000.0,20349255.0
The Figo Affair: The Transfer That Changed Football,2022,Documentary,71.0,90100000.0,414551647.4
The Fighter,2011,Drama,74.0,11000000.0,129262388.0
The Fifth Element,1997,"Adventure, Fantasy, Action, Thriller, Science Fiction",75.0,95000000.0,263892820.0
The Fear of God: 25 Years of The Exorcist,1998,"Documentary, TV Movie",72.0,139000000.0,474806856.8
The Favourite,2018,"Drama, Comedy, Thriller",75.0,15000000.0,95849029.0
The Fault in Our Stars,2014,"Romance, Drama",76.0,12000000.0,307166834.0
The Father,2021,Drama,81.0,6000000.0,36427155.0
The Fate of the Furious,2017,"Action, Crime, Thriller",69.0,250000000.0,1236703796.0
The Fast and the Furious: Tokyo Drift,2006,"Action, Crime, Drama, Thriller",64.0,85000000.0,157794205.0
The Farm,2019,Horror,53.0,95000000.0,338365977.2
The Fan,1996,"Thriller, Action",59.0,55000000.0,18582965.0
The Family Stone,2005,"Comedy, Drama, Romance",63.0,18000000.0,92357499.0
The Family Man,2001,"Comedy, Drama, Romance, Fantasy",68.0,60000000.0,124715863.0
The Family,2013,"Crime, Comedy, Action",64.0,30000000.0,80588942.0
The Fallout,2021,Drama,77.0,114200000.0,736329646.2
The Fall of the Roman Empire,1964,"Drama, History, War",65.0,19000000.0,4750000.0
The Fall,2011,"Adventure, Fantasy, Drama",76.0,30000000.0,3669465.0
The Faculty,1998,"Horror, Science Fiction, Mystery",65.0,15000000.0,40283321.0
The Fabelmans,2023,Drama,79.0,40000000.0,43977543.0
The Eye,2008,"Drama, Horror, Thriller",58.0,12000000.0,57577765.0
The Experiment,2010,"Thriller, Drama",64.0,21800000.0,211802400.4
The Expendables 3,2014,"Action, Adventure, Thriller",62.0,100000000.0,209461378.0
The Expendables 2,2012,"Action, Adventure, Thriller",63.0,100000000.0,311979256.0
The Expendables,2010,"Thriller, Adventure, Action",62.0,82000000.0,268268174.0
The Exorcist III,1990,"Horror, Mystery",62.0,9300000.0,39024251.0
The Exorcist,2001,Horror,77.0,12000000.0,428214478.0
The Exorcism of Molly Hartley,2015,Horror,50.0,102800000.0,545695337.6
The Exorcism of God,2022,Horror,72.0,1500000.0,123516163.2
The Exorcism of Emily Rose,2005,"Crime, Drama, Horror, Thriller",65.0,18000000.0,144529078.0
The Exorcism of Anna Ecklund,2016,"Thriller, Horror",37.0,58670000.0,385960548.2
The Exception,2018,"War, Drama",70.0,42600000.0,708973.0
The Evil Dead,1983,Horror,73.0,375000.0,29400000.0
The Escort,2015,"Drama, Comedy, Romance",60.0,158000000.0,315279503.4
The Equalizer 2,2018,"Action, Thriller, Crime",67.0,77000000.0,190376181.0
The Equalizer,2014,"Thriller, Action, Crime",72.0,55000000.0,192903624.0
The Entity,1983,"Horror, Mystery, Thriller",66.0,9000000.0,13277558.0
The English Patient,1996,"Drama, Romance, War",72.0,35000000.0,231710008.0
The Enforcer,2022,"Action, Crime, Drama, Thriller",74.0,1261569.0,102023958.0
The Enforcer,1977,"Action, Crime, Thriller",68.0,9000000.0,46236000.0
The Endless,2017,"Science Fiction, Horror, Thriller",63.0,1000000.0,956425.0
The Empty Man,2020,"Horror, Mystery, Thriller",62.0,16000000.0,4796993.0
The Empire Strikes Back,1980,"Adventure, Action, Science Fiction",84.0,18000000.0,538400000.0
The Emperor's New Groove,2001,"Adventure, Animation, Comedy, Family, Fantasy",75.0,100000000.0,169630573.0
The Emoji Movie,2017,"Animation, Family, Comedy",55.0,50000000.0,216564839.0
The Emerald Forest,1985,"Action, Adventure, Drama",67.0,69450000.0,24467000.0
The Elephant Man,1981,"Drama, History",81.0,5000000.0,26024614.0
The Electrical Life of Louis Wain,2022,"Drama, History, Comedy",70.0,105000000.0,550023168.8
The Edge of Seventeen,2017,"Comedy, Drama",72.0,9000000.0,19096003.0
The Edge,1997,"Action, Adventure, Drama",68.0,60804639.8,43312294.0
The Echo,2008,"Horror, Thriller, Drama, Mystery",61.0,5000000.0,124048.0
The Eagle,2011,"Adventure, Drama",62.0,25000000.0,38993548.0
The Dyatlov Pass Incident,2013,"Thriller, Mystery",59.0,8500000.0,5217347.0
The Dukes of Hazzard: The Beginning,2007,"Action, Adventure, Comedy, TV Movie",63.0,5000000.0,258679249.4
The Dukes of Hazzard,2005,"Comedy, Adventure, Action",55.0,53000000.0,109848461.0
The Duchess,2008,"Drama, History, Romance",70.0,27000000.0,45160110.0
The Dry,2021,"Crime, Thriller, Mystery",68.0,21505004.0,17424378.0
The Drover's Wife: The Legend of Molly Johnson,2022,"Drama, Western, Thriller",53.0,103800000.0,1018535083.8
The Drop,2014,"Drama, Crime",68.0,12600000.0,19054534.0
The Dressmaker,2015,"Drama, Comedy",70.0,11900000.0,24374909.0
The Dreamers,2003,"Drama, Romance",72.0,15000000.0,15121165.0
The Drawn Together Movie: The Movie!,2010,"Animation, Comedy",64.0,98400000.0,433727420.8
The Double,2011,"Action, Drama, Crime",58.0,17000000.0,4729855.0
The Doors,1991,"Music, Drama, History",71.0,40000000.0,34469241.0
The Doorman,2021,"Action, Thriller",59.0,10330000.0,307873.0
The Domestics,2018,"Thriller, Horror",62.0,110000000.0,244165005.2
The Do-Over,2016,"Action, Adventure, Comedy",57.0,131800000.0,341078050.0
The Divide,2012,"Horror, Science Fiction",59.0,3000000.0,156362.0
The Disappearance of Alice Creed,2010,"Crime, Drama, Thriller",65.0,1500000.0,1605139.0
The Dirty Dozen,1967,"Action, Adventure, War",76.0,5400000.0,45300000.0
The Dirt,2019,"Drama, Music, History, Comedy",75.0,125000000.0,709147883.2
The Dinosaur Project,2013,"Adventure, Action, Horror",56.0,19102000.0,2412576.0
The Dig,2021,"Drama, History",69.0,116000000.0,887668759.2
The Dictator,2012,Comedy,62.0,65000000.0,180148897.0
The Diary of Anne Frank,1959,"Drama, History",72.0,3000000.0,117712286.0
The Devil's Rejects,2005,"Drama, Horror, Crime",68.0,7000000.0,20901859.0
The Devil's Own,1997,"Crime, Thriller, Drama",61.0,90000000.0,140900000.0
The Devil's Advocate,1998,"Drama, Mystery, Thriller, Horror",74.0,57000000.0,152944660.0
The Devil Wears Prada,2006,"Comedy, Drama, Romance",74.0,35000000.0,326073155.0
The Devil Inside,2012,"Thriller, Horror",47.0,1000000.0,101759490.0
The Devil Conspiracy,2023,"Horror, Thriller",65.0,54060000.0,492646395.4
The Devil All the Time,2020,"Crime, Drama, Thriller",72.0,138900000.0,187962823.0
The Desperate Hour,2022,Thriller,61.0,62000000.0,379472585.0
The Descent: Part 2,2010,"Adventure, Horror, Thriller",59.0,6000200.0,7048886.0
The Descent,2006,"Adventure, Horror",70.0,7000000.0,57051053.0
The Descendants,2012,"Comedy, Drama",68.0,20000000.0,175507800.0
The Departed,2006,"Drama, Thriller, Crime",82.0,90000000.0,289660619.0
The Delta Force,1986,"Action, Thriller, Adventure",59.0,10330000.0,17768900.0
The Deer Hunter,1979,"Drama, War",80.0,15000000.0,50065119.0
The Deep House,2021,Horror,62.0,6588914.8,1900000.0
The Deep End of the Ocean,1999,"Drama, Mystery",64.0,40000000.0,13508635.0
The Debt Collector,2018,Action,59.0,3000000.0,28645.0
The Death of the Incredible Hulk,1990,"Action, Drama, Science Fiction, TV Movie",50.0,139200000.0,398272687.8
The Death of Superman,2018,"Science Fiction, Animation, Action, Drama",75.0,136000000.0,629637516.0
The Death of Stalin,2018,"Comedy, Drama, History",70.0,13000000.0,24640027.0
The Dead Zone,1983,"Thriller, Horror, Science Fiction",70.0,10000000.0,20766000.0
The Dead Pool,1988,"Action, Crime, Thriller",63.0,20000000.0,37903295.0
The Dead Don't Die,2019,"Comedy, Horror, Fantasy",54.0,20700000.0,12104595.0
The Day the Earth Stood Still,2008,"Drama, Science Fiction, Thriller",56.0,80000000.0,237370350.0
The Day the Earth Stood Still,1951,"Drama, Science Fiction",75.0,80000000.0,237370350.0
The Day of the Jackal,1973,"Action, Thriller",75.0,8650000.0,16056255.0
The Day After Tomorrow,2004,"Action, Adventure, Science Fiction, Thriller",65.0,125000000.0,555840117.0
The Day,2012,"Action, Drama, Horror, Science Fiction",51.0,136800000.0,851439386.0
The Darkest Minds,2018,"Action, Adventure, Drama",70.0,34000000.0,38361428.0
The Darkest Hour,2011,"Horror, Action, Thriller, Science Fiction",53.0,34800000.0,64626786.0
The Darker the Lake,2022,"Crime, Thriller, Mystery",55.0,162000000.0,334222846.2
The Dark and the Wicked,2020,"Horror, Drama, Mystery",62.0,5074618.2,289157.0
The Dark Tower,2017,"Fantasy, Action, Science Fiction",57.0,66000000.0,113461527.0
The Dark Knight Rises,2012,"Action, Crime, Drama, Thriller",78.0,230000000.0,1082228107.0
The Dark Knight,2008,"Drama, Action, Crime, Thriller",85.0,185000000.0,1006234167.0
The Dark Crystal,1983,"Adventure, Family, Fantasy, Animation",71.0,15000000.0,40577001.0
The Darjeeling Limited,2007,"Adventure, Drama, Comedy",72.0,16000000.0,24377151.0
The Danish Girl,2015,Drama,76.0,15000000.0,67514963.0
The Da Vinci Code,2006,"Thriller, Mystery",67.0,125000000.0,767820459.0
The DUFF,2015,"Romance, Comedy",68.0,8500000.0,43528634.0
The Cursed,2022,"Horror, Fantasy, Mystery",69.0,2489917.0,4588389.0
The Curse of La Llorona,2019,"Horror, Mystery, Thriller",57.0,9000000.0,123133739.0
The Curse of Buckout Road,2017,Horror,67.0,60800000.0,470197771.4
The Curse of Bridge Hollow,2022,"Adventure, Comedy, Horror, Family",67.0,95300000.0,429485729.8
The Curious Case of Benjamin Button,2008,"Drama, Fantasy, Romance",76.0,160000000.0,329631958.0
The Crying Game,1993,"Crime, Drama, Thriller",69.0,4000000.0,62546695.0
The Crush,1993,"Drama, Thriller",65.0,6000000.0,13609396.0
The Crucifixion,2017,"Horror, Mystery, Thriller",57.0,5660000.0,6554322.0
The Crucible,1996,"Drama, History",66.0,25000000.0,7343114.0
The Crow,1994,"Fantasy, Action, Thriller",75.0,23000000.0,50694672.0
The Croods: A New Age,2021,"Animation, Family, Adventure, Fantasy, Comedy",75.0,65000000.0,214790246.0
The Croods,2013,"Animation, Adventure, Family, Fantasy, Comedy, Action",69.0,135000000.0,573068425.0
The Crazies,2010,"Mystery, Horror, Action",62.0,19000000.0,56445534.0
The Craft: Legacy,2020,"Horror, Drama, Fantasy",63.0,18000000.0,2300000.0
The Craft,1996,"Horror, Drama, Fantasy",67.0,15000000.0,55669466.0
The Cowboys,1972,"Western, Adventure, Drama, Action",72.0,6000000.0,7500000.0
The Covenant,2006,"Fantasy, Horror, Adventure, Action",55.0,20000000.0,38164784.0
The Court Jester,2000,"Music, Action, Adventure, Comedy, Family",73.0,4000000.0,129201399.8
The Courier,2021,"Thriller, History, Drama, Action",70.0,57080000.0,26000000.0
The Courier,2020,"Crime, Action, Drama, Thriller",61.0,11480000.0,4700862.0
The Courageous Heart of Irena Sendler,2009,"Drama, War",73.0,106000000.0,144565535.2
The Count of Monte-Cristo,1976,"Adventure, Action, Drama, History, TV Movie",67.0,141400000.0,539810128.4
The Count of Monte Cristo,2002,"Adventure, Drama, History",77.0,40000000.0,75389090.0
The Core,2003,"Action, Thriller, Adventure, Science Fiction",58.0,85000000.0,74120792.0
"The Cook, the Thief, His Wife & Her Lover",1990,"Crime, Drama",74.0,2300000.0,7724701.0
The Conversation,1974,"Crime, Drama, Mystery",75.0,1600000.0,4574909.0
The Convent,2019,"History, Horror",56.0,75200000.0,464836745.2
The Contractor,2022,"Action, Thriller",65.0,43967862.6,2122288.0
The Contract,2007,"Drama, Action, Thriller, Crime",57.0,25000000.0,5549200.0
The Conjuring: The Devil Made Me Do It,2021,"Horror, Mystery, Thriller",75.0,40000000.0,200266441.0
The Conjuring 2,2016,"Horror, Thriller",73.0,40000000.0,321834351.0
The Conjuring,2013,"Horror, Thriller",75.0,20000000.0,316849722.0
The Condemned 2,2015,Action,51.0,75000000.0,554030386.0
The Condemned,2007,"Action, Thriller",60.0,10500000.0,8642858.0
The Con Is On,2018,"Comedy, Crime",41.0,13000000.0,6667322.8
The Company of Wolves,1984,"Horror, Fantasy",63.0,2000000.0,4389334.0
The Commuter,2018,"Action, Thriller, Mystery",63.0,40000000.0,118509836.0
The Commando,2022,"Action, Crime, Thriller",57.0,117000000.0,272244777.0
The Comeback Trail,2020,"Comedy, Crime",59.0,73359000.0,311771980.0
The Color of Money,1987,Drama,68.0,10000000.0,52293000.0
The Color Purple,1986,Drama,78.0,15000000.0,94029472.0
The Colony,2021,Science Fiction,57.0,127000000.0,495926639.8
The Colony,2014,"Action, Science Fiction, Thriller",54.0,16000000.0,3796077.0
The Collector,2009,"Horror, Thriller",66.0,3000000.0,10473836.0
The Collection,2012,"Horror, Thriller",63.0,10000000.0,8890094.0
The Cold Light of Day,2012,"Action, Thriller, Mystery",53.0,20000000.0,25361206.0
The Cokeville Miracle,2015,"Mystery, Drama, History, Family, Thriller",67.0,156000000.0,562387704.0
The Cobbler,2014,"Fantasy, Comedy, Drama",58.0,176800000.0,744477889.0
The Cloverfield Paradox,2019,"Horror, Science Fiction, Action, Thriller",56.0,45000000.0,32757982.6
The Clovehitch Killer,2019,"Drama, Mystery, Crime",64.0,110400000.0,478763533.4
The Circle,2017,"Drama, Thriller, Science Fiction",55.0,18000000.0,40651864.0
The Chronicles of Riddick,2004,"Action, Science Fiction",65.0,120000000.0,107212751.0
The Chronicles of Narnia: The Voyage of the Dawn Treader,2010,"Adventure, Family, Fantasy",64.0,155000000.0,415686217.0
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",2005,"Adventure, Family, Fantasy",71.0,180000000.0,745013115.0
The Chronicles of Narnia: Prince Caspian,2008,"Adventure, Family, Fantasy",66.0,225000000.0,417341288.0
The Christmas Chronicles: Part Two,2020,"Family, Fantasy, Adventure, Comedy",65.0,124400000.0,714197108.4
The Christmas Chronicles,2018,"Comedy, Adventure, Family, Fantasy",72.0,157400000.0,536395062.6
The Chosen: Season 3 Finale,2023,"History, Drama",83.0,101680000.0,908144700.4
The Chosen: Season 3  - Episodes 1 & 2,2022,"Drama, History",100.0,201000000.0,1569323843.8
The Choice,2016,"Drama, Romance",72.0,10000000.0,18730891.0
The Changeling,1980,Horror,70.0,7600000.0,12000000.0
The Change-Up,2011,Comedy,61.0,52000000.0,75997067.0
The Chamber,1996,"Crime, Drama",60.0,50000000.0,22540359.0
The Cellar,2022,"Horror, Mystery",66.0,124600000.0,501411151.2
The Cell,2000,"Horror, Science Fiction, Thriller",63.0,35000000.0,104102747.0
The Cave,2005,"Action, Adventure, Horror, Thriller",53.0,30000000.0,27147991.0
The Catcher Was a Spy,2019,"Drama, War, Thriller",63.0,72044000.0,699828391.8
The Cat in the Hat,2004,"Comedy, Adventure, Family, Fantasy",53.0,109000000.0,133800000.0
The Case for Christ,2017,Drama,69.0,3000000.0,17966760.0
The Care Bears Movie,1985,"Adventure, Fantasy, Animation, Comedy, Family",55.0,115800000.0,633548698.6
The Card Counter,2021,"Crime, Thriller, Drama",62.0,8020689.0,4546332.0
The Car: Road to Revenge,2019,"Action, Horror, Thriller, Science Fiction",66.0,129000000.0,391456082.6
The Car,1977,Horror,63.0,87000000.0,476680473.8
The Captive,2014,"Drama, Thriller, Crime",58.0,12670000.0,1075178.0
The Candy Witch,2020,Horror,59.0,81200000.0,642941655.2
The Call of the Wild: Dog of the Yukon,1997,"Adventure, Drama, Family, TV Movie",74.0,149000000.0,211405561.2
The Call of the Wild,2020,"Adventure, Family, Drama",76.0,125000000.0,107351191.0
The Call,2013,"Crime, Thriller",68.0,12800000.0,69821476.0
The Cable Guy,1996,"Comedy, Drama, Thriller",60.0,47000000.0,102825796.0
The Cabin in the Woods,2012,"Horror, Fantasy",66.0,30000000.0,70683134.0
The Bye Bye Man,2017,"Horror, Thriller",52.0,7400000.0,31187727.0
The Butterfly Effect 3: Revelations,2009,"Science Fiction, Thriller, Drama, Crime",54.0,97000000.0,477116499.8
The Butterfly Effect 2,2006,"Drama, Science Fiction, Thriller",49.0,6000000.0,6717294.4
The Butterfly Effect,2004,"Science Fiction, Thriller",75.0,13000000.0,95638592.0
The Butler,2014,Drama,73.0,25000000.0,115922175.0
The Bucket List,2008,"Drama, Comedy",72.0,45000000.0,174807445.0
The Bubble,2022,Comedy,47.0,100100000.0,947468745.8
The Brothers Grimm,2005,"Adventure, Fantasy, Action, Comedy, Thriller",58.0,80000000.0,105299638.0
The Brothers Bloom,2009,"Adventure, Comedy, Drama, Romance",66.0,20000000.0,5531756.0
The Broken Hearts Gallery,2020,"Comedy, Romance",72.0,176000000.0,314789993.0
The Bridges of Madison County,1995,"Drama, Romance",77.0,22000000.0,175516617.0
The Bridge on the River Kwai,1957,"Drama, History, War",78.0,3000000.0,33300000.0
The Bride of Frankenstein,1935,"Drama, Horror, Science Fiction",76.0,393750.0,2000000.0
The Breed,2006,"Thriller, Horror",53.0,4860000.0,1675484.0
The Breakfast Club,1985,"Comedy, Drama",78.0,1000000.0,51525171.0
The Break-Up,2006,"Romance, Comedy",58.0,52000000.0,205727307.0
"The Boy, the Mole, the Fox and the Horse",2022,"Animation, Family, Adventure, Fantasy",85.0,149000000.0,954434814.8
The Boy in the Striped Pyjamas,2008,"War, Drama, History",78.0,12500000.0,44083403.0
The Boy Who Harnessed the Wind,2019,"Drama, History, Family",79.0,160000000.0,527512518.0
The Boy Who Cried Werewolf,2010,"Family, Fantasy, TV Movie, Comedy",65.0,126000000.0,767609180.8
The Boy Next Door,2015,Thriller,48.0,4000000.0,53401938.0
The Boy,2016,"Horror, Thriller, Mystery",59.0,10000000.0,68220952.0
The Boxtrolls,2014,"Animation, Comedy, Family, Fantasy",67.0,60000000.0,111898741.0
The Box,2009,"Thriller, Science Fiction",56.0,25000000.0,34356760.0
The Bourne Ultimatum,2007,"Action, Drama, Mystery, Thriller",74.0,130000000.0,444043396.0
The Bourne Supremacy,2004,"Action, Drama, Thriller",73.0,85000000.0,311001124.0
The Bourne Legacy,2012,"Action, Thriller",62.0,125000000.0,280355920.0
The Bourne Identity,2002,"Action, Drama, Mystery, Thriller",75.0,60000000.0,214357371.0
The Bounty,1984,"Action, Drama, History",67.0,25000000.0,8613462.0
The Boston Strangler,1968,"Crime, Drama, Mystery, Thriller, Horror",68.0,131600000.0,465459221.4
The Boss Baby: Get That Baby!,2020,"Comedy, Family, Animation",65.0,133000000.0,638164005.2
The Boss Baby: Family Business,2021,"Animation, Comedy, Adventure, Family",75.0,82000000.0,146281732.0
The Boss Baby: Christmas Bonus,2022,"Animation, Family, Adventure",68.0,51000000.0,455134472.8
The Boss Baby,2017,"Animation, Comedy, Family",65.0,125000000.0,527909949.0
The Boss,2016,Comedy,59.0,29000000.0,78652207.0
