title,release_year,genres,score,budget,revenue
A Room with a View,1985,"['Drama', 'Romance']",69,3000000,20966644
A View to a Kill,1985,"['Adventure', 'Action', 'Thriller']",60,30000000,152427960
After Hours,1985,"['Comedy', 'Thriller', 'Drama']",74,4500000,10609321
American Ninja,1985,"['Action', 'Adventure']",55,1000000,10499694
Back to the Future,1985,"['Adventure', 'Comedy', 'Science Fiction', 'Family']",80,19000000,381109762
Brewster's Millions,1985,['Comedy'],65,20000000,45833132
Clue,1985,"['Comedy', 'Thriller', 'Crime', 'Mystery']",71,15000000,14643997
Commando,1985,"['Action', 'Adventure', 'Thriller']",64,10000000,57500000
Day of the Dead,1985,"['Horror', 'Science Fiction']",69,3500000,34000000
Death Wish 3,1985,"['Action', 'Crime', 'Drama', 'Thriller']",61,9000000,16945171
Desert Hearts,1985,"['Drama', 'Romance']",67,350000,2400000
Desperately Seeking Susan,1985,['Comedy'],60,5000000,27400000
Enemy Mine,1985,"['Drama', 'Science Fiction']",67,40000000,12303411
Explorers,1985,"['Adventure', 'Family', 'Fantasy', 'Romance', 'Science Fiction']",62,25000000,9873044
Fletch,1985,"['Comedy', 'Crime', 'Mystery']",68,8000000,59612888
Friday the 13th: A New Beginning,1985,"['Horror', 'Thriller']",51,2200000,21930418
Fright Night,1985,['Horror'],69,9000000,24922237
Gymkata,1985,"['Action', 'Drama']",47,8500000,5730596
Into the Night,1985,"['Comedy', 'Drama', 'Thriller']",64,11400000,6700000
King Solomon's Mines,1985,"['Action', 'Adventure', 'Comedy']",50,12500000,238227
Ladyhawke,1985,"['Adventure', 'Drama', 'Fantasy', 'Romance']",68,20000000,18432000
Legend,1985,"['Adventure', 'Fantasy']",62,25000000,15502112
Mad Max Beyond Thunderdome,1985,"['Action', 'Adventure', 'Science Fiction']",59,12305523,36230219
Mishima: A Life in Four Chapters,1985,['Drama'],77,5000000,502758
Missing in Action 2: The Beginning,1985,"['Action', 'Adventure', 'War']",50,2410000,10755447
Murphy's Romance,1985,"['Comedy', 'Romance']",57,13000000,30867525
My Beautiful Laundrette,1985,"['Romance', 'Drama', 'Comedy']",66,860000,2451545
Once Bitten,1985,"['Horror', 'Comedy', 'Romance']",53,3200000,10000000
Out of Africa,1985,['Drama'],70,31000000,128499205
Pee-wee's Big Adventure,1985,"['Adventure', 'Comedy']",66,6000000,40940662
Perfect,1985,"['Drama', 'Romance']",39,19000000,12918858
Porky's 3: Revenge,1985,['Comedy'],50,9000000,20518905
Rambo: First Blood Part II,1985,"['Action', 'Adventure', 'Thriller', 'War']",63,44000000,300400432
Ran,1985,"['Action', 'Drama', 'History']",79,11500000,4069653
Re-Animator,1985,"['Science Fiction', 'Comedy', 'Horror']",70,900000,2023414
Red Sonja,1985,"['Adventure', 'Fantasy', 'Action']",50,17900000,6948633
Return to Oz,1985,"['Adventure', 'Family', 'Fantasy']",66,25000000,11137801
Revolution,1985,"['Adventure', 'Drama', 'History', 'War']",53,28000000,358574
Rocky IV,1985,['Drama'],66,31000000,300473716
Runaway Train,1985,"['Action', 'Thriller']",70,9000000,7936012
Santa Claus: The Movie,1985,"['Family', 'Fantasy', 'Adventure', 'Science Fiction', 'Comedy']",61,50000000,23717291
Starchaser: The Legend of Orin,1985,"['Adventure', 'Animation', 'Family', 'Science Fiction']",68,15000000,3360800
Subway,1985,"['Action', 'Thriller']",63,2000000,390659
The Black Cauldron,1985,['Animation'],65,25000000,21288692
The Breakfast Club,1985,"['Comedy', 'Drama']",78,1000000,51525171
The Color Purple,1985,['Drama'],77,15000000,146292009
The Goonies,1985,"['Adventure', 'Comedy', 'Family']",74,19000000,61503218
The Jewel of the Nile,1985,"['Action', 'Adventure', 'Comedy', 'Romance']",60,25000000,96773200
The Last Dragon,1985,"['Action', 'Adventure', 'Comedy']",64,10000000,25754284
The Purple Rose of Cairo,1985,"['Fantasy', 'Comedy', 'Romance']",73,15000000,10631333
The Return of the Living Dead,1985,"['Comedy', 'Horror']",73,4000000,14237000
Witness,1985,"['Crime', 'Drama', 'Romance', 'Thriller']",70,12000000,68706993
Year of the Dragon,1985,"['Action', 'Crime', 'Drama', 'Thriller']",65,24000000,18707466
Aliens,1986,"['Horror', 'Action', 'Thriller', 'Science Fiction']",77,18500000,183316455
An American Tail,1986,"['Drama', 'Family', 'Animation', 'Adventure']",66,9000000,84542002
Armed and Dangerous,1986,"['Action', 'Comedy', 'Crime']",53,12000000,15945534
At Close Range,1986,"['Crime', 'Drama']",67,6500000,2347000
Band of the Hand,1986,"['Action', 'Crime', 'Drama']",69,8700000,4865912
Big Trouble in Little China,1986,"['Action', 'Adventure', 'Comedy', 'Fantasy']",71,25000000,11000000
Blue Velvet,1986,"['Crime', 'Drama', 'Mystery', 'Thriller']",77,6000000,8551228
Club Paradise,1986,"['Comedy', 'Drama', 'Romance']",43,15000000,12308521
Critters,1986,"['Action', 'Comedy', 'Horror', 'Science Fiction', 'Thriller']",59,2000000,13167232
Crocodile Dundee,1986,"['Adventure', 'Comedy']",63,5000000,328203506
Down and Out in Beverly Hills,1986,['Comedy'],59,14000000,62134225
Ferris Bueller's Day Off,1986,['Comedy'],75,6000000,70136369
Friday the 13th Part VI: Jason Lives,1986,"['Horror', 'Mystery', 'Thriller']",57,3000000,19472057
From Beyond,1986,"['Horror', 'Science Fiction', 'Fantasy']",65,4500000,1261000
Hannah and Her Sisters,1986,"['Comedy', 'Drama']",76,6400000,40084041
Heartbreak Ridge,1986,"['Action', 'Comedy', 'Drama', 'War']",65,15000000,42724017
Highlander,1986,"['Adventure', 'Action', 'Fantasy']",68,16000000,5900000
Hoosiers,1986,"['Drama', 'Family']",71,9000000,28607524
Howard the Duck,1986,"['Comedy', 'Fantasy', 'Science Fiction']",51,37000000,37962774
Invaders from Mars,1986,"['Mystery', 'Science Fiction', 'Horror']",55,12000000,4884663
King Kong Lives,1986,"['Action', 'Horror']",46,10000000,4711220
Labyrinth,1986,"['Adventure', 'Family', 'Fantasy']",71,25000000,12729917
Little Shop of Horrors,1986,"['Horror', 'Comedy', 'Music']",67,25000000,38748395
Lucas,1986,"['Comedy', 'Drama', 'Romance']",64,6000000,8200000
Manhunter,1986,"['Crime', 'Horror', 'Thriller']",68,15000000,8620929
Maximum Overdrive,1986,"['Action', 'Drama', 'Horror', 'Science Fiction']",55,10000000,7433663
Nine 1/2 Weeks,1986,"['Drama', 'Romance']",58,17000000,6735922
Peggy Sue Got Married,1986,"['Comedy', 'Drama', 'Fantasy', 'Romance']",59,18000000,41382841
Pirates,1986,"['Adventure', 'Comedy']",62,40000000,1641825
Platoon,1986,"['Drama', 'War', 'Action']",75,6000000,138530565
Poltergeist II: The Other Side,1986,"['Horror', 'Thriller']",58,19000000,40996665
Raw Deal,1986,"['Action', 'Crime', 'Thriller']",55,8500000,16209459
Sid & Nancy,1986,"['Drama', 'Music', 'Romance']",70,4000000,2826523
Solarbabies,1986,['Science Fiction'],51,25000000,1579260
SpaceCamp,1986,"['Family', 'Adventure']",58,18000000,9697739
Stand by Me,1986,"['Crime', 'Drama']",78,8000000,52287414
Star Trek IV: The Voyage Home,1986,"['Science Fiction', 'Adventure']",69,24000000,133000000
The Color of Money,1986,['Drama'],67,13800000,52293982
The Fly,1986,"['Horror', 'Science Fiction']",71,15000000,60629159
The Golden Child,1986,"['Action', 'Adventure', 'Comedy']",56,25000000,79817939
The Great Mouse Detective,1986,"['Comedy', 'Animation', 'Family']",69,14000000,38625550
The Hitcher,1986,"['Action', 'Horror', 'Thriller']",69,6000000,5844868
"The Karate Kid, Part II",1986,"['Adventure', 'Drama', 'Action', 'Romance', 'Family']",59,113,115103979
The Manhattan Project,1986,"['Science Fiction', 'Thriller']",61,18000000,3900000
The Mission,1986,"['Adventure', 'Drama', 'Action', 'History']",71,24500000,17218023
The Money Pit,1986,"['Comedy', 'Romance']",62,10000000,54999651
The Name of the Rose,1986,"['Drama', 'Thriller', 'Mystery']",72,20000000,77200000
The Texas Chainsaw Massacre 2,1986,['Horror'],58,4700000,8025872
The Transformers: The Movie,1986,['Animation'],71,6000000,5849647
The Wraith,1986,"['Romance', 'Science Fiction', 'Horror', 'Action', 'Crime']",59,2700000,3500000
Top Gun,1986,"['Action', 'Romance', 'War']",67,15000000,356830601
Troll,1986,"['Fantasy', 'Horror']",49,1100000,5450815
Vamp,1986,"['Comedy', 'Horror']",59,1900000,4790926
Wise Guys,1986,"['Comedy', 'Crime']",61,13000000,8475466
A Nightmare on Elm Street 3: Dream Warriors,1987,"['Horror', 'Thriller']",65,5000000,44793222
A Prayer for the Dying,1987,"['Crime', 'Drama', 'Action', 'Thriller']",61,6000000,1432687
Angel Heart,1987,"['Horror', 'Mystery', 'Thriller']",70,17000000,17185632
Barfly,1987,"['Comedy', 'Drama', 'Romance']",73,3000000,3221568
Beverly Hills Cop II,1987,"['Action', 'Comedy', 'Crime']",61,20000000,299965036
Blind Date,1987,"['Comedy', 'Romance']",56,18000000,39321715
Broadcast News,1987,"['Comedy', 'Drama', 'Romance']",68,20000000,51249404
Can't Buy Me Love,1987,"['Drama', 'Comedy', 'Romance', 'Family']",67,1800000,31623833
Cherry 2000,1987,['Science Fiction'],60,10000000,14000
Creepshow 2,1987,['Horror'],59,3500000,14000000
Dirty Dancing,1987,"['Drama', 'Music', 'Romance']",71,6000000,213954274
Dragnet,1987,"['Action', 'Comedy', 'Crime']",57,20000000,66673516
Empire of the Sun,1987,"['Drama', 'History', 'War']",73,35000000,22238696
Ernest Goes to Camp,1987,"['Comedy', 'Family']",55,3000000,23509382
Evil Dead II,1987,"['Horror', 'Comedy', 'Fantasy']",75,3600000,5923044
Fatal Attraction,1987,"['Romance', 'Drama', 'Thriller', 'Horror', 'Mystery']",66,14000000,320145693
From a Whisper to a Scream,1987,"['Comedy', 'Horror']",68,1100000,1400000
Full Metal Jacket,1987,"['Drama', 'War']",79,17000000,46357676
"Good Morning, Vietnam",1987,"['Comedy', 'Drama', 'War']",71,13000000,123922370
Hellraiser,1987,['Horror'],69,1000000,14564027
Ishtar,1987,"['Action', 'Adventure', 'Comedy']",43,55000000,14375181
Jaws: The Revenge,1987,"['Adventure', 'Thriller']",35,23000000,51881013
La Bamba,1987,"['Drama', 'Music']",68,6500000,54215416
Less Than Zero,1987,"['Drama', 'Crime', 'Romance']",61,1,12396383
Lethal Weapon,1987,"['Adventure', 'Action', 'Comedy', 'Thriller', 'Crime']",70,15000000,120207127
Mannequin,1987,"['Fantasy', 'Comedy', 'Romance']",55,6000000,42721196
Masters of the Universe,1987,"['Action', 'Fantasy', 'Science Fiction', 'Adventure', 'Thriller']",51,22000000,17336370
Matewan,1987,['Drama'],72,4000000,1680358
Mio in the Land of Faraway,1987,"['Adventure', 'Drama', 'Fantasy', 'Family', 'Mystery']",63,7200000,2300000
Nadine,1987,"['Action', 'Comedy', 'Romance']",55,12000000,5669831
No Way Out,1987,"['Action', 'Drama', 'Thriller']",69,15000000,35509515
Over the Top,1987,"['Action', 'Drama']",57,25000000,16057580
Overboard,1987,"['Comedy', 'Romance']",67,1880006,26713187
Predator,1987,"['Science Fiction', 'Action', 'Adventure', 'Thriller']",73,18000000,98235548
Prince of Darkness,1987,['Horror'],66,3000000,14182492
Project X,1987,['Drama'],62,18000000,18532286
Raising Arizona,1987,"['Comedy', 'Crime']",72,6000000,29180280
RoboCop,1987,"['Action', 'Thriller', 'Science Fiction']",71,13000000,53000000
"Silent Night, Deadly Night II",1987,"['Comedy', 'Horror']",47,250000,154323
Someone to Watch Over Me,1987,"['Crime', 'Drama', 'Romance', 'Thriller']",58,17000000,10278549
Spaceballs,1987,"['Comedy', 'Science Fiction']",67,22700000,38119483
Superman IV: The Quest for Peace,1987,"['Action', 'Adventure', 'Science Fiction']",41,17000000,19300000
The Last Emperor,1987,"['Drama', 'History']",74,23000000,43984230
The Living Daylights,1987,"['Action', 'Adventure', 'Thriller']",62,40000000,191185897
The Lost Boys,1987,"['Horror', 'Comedy']",68,8500000,32222567
The Monster Squad,1987,"['Horror', 'Comedy', 'Action', 'Fantasy', 'Science Fiction']",68,12000000,3769990
The Pick-up Artist,1987,"['Romance', 'Comedy', 'Crime', 'Drama']",54,15000000,13290368
The Princess Bride,1987,"['Adventure', 'Family', 'Fantasy', 'Comedy', 'Romance']",76,16000000,30857814
The Running Man,1987,"['Action', 'Science Fiction']",64,27000000,38122105
The Secret of My Success,1987,['Comedy'],62,12000000,110996879
The Untouchables,1987,"['Crime', 'Drama', 'History', 'Thriller']",76,25000000,76270454
Throw Momma from the Train,1987,"['Crime', 'Comedy']",60,14000000,57915972
Walker,1987,"['Drama', 'History', 'Western']",64,5800000,257043
Wall Street,1987,"['Crime', 'Drama']",70,15000000,43848069
Wings of Desire,1987,"['Drama', 'Fantasy', 'Romance']",75,2500000,3200000
A Cry in the Dark,1988,['Drama'],64,15000000,6908797
A Fish Called Wanda,1988,"['Comedy', 'Crime']",71,7500000,62493712
A Nightmare on Elm Street 4: The Dream Master,1988,"['Horror', 'Thriller']",58,7000000,72500000
Above the Law,1988,"['Action', 'Adventure', 'Drama', 'Thriller']",59,7500000,18869631
Action Jackson,1988,"['Action', 'Adventure', 'Comedy', 'Crime', 'Drama']",49,7000000,20256975
Akira,1988,"['Science Fiction', 'Animation']",78,8000000,553171
Alien Nation,1988,"['Crime', 'Science Fiction', 'Thriller']",59,16000000,32155047
Apartment Zero,1988,"['Thriller', 'Horror', 'Drama']",69,4000000,670774
Bad Dreams,1988,"['Horror', 'Thriller']",53,4000000,9797098
Beetlejuice,1988,"['Fantasy', 'Comedy']",71,15000000,73326666
Big,1988,"['Fantasy', 'Drama', 'Comedy', 'Romance', 'Family']",69,18000000,151668774
Biloxi Blues,1988,"['Comedy', 'Drama', 'Romance']",64,20000000,51684798
Bloodsport,1988,['Action'],66,1500000,11806119
Bull Durham,1988,"['Comedy', 'Romance']",66,7000000,50888000
Child's Play,1988,"['Horror', 'Thriller']",63,9000000,44196684
Cocktail,1988,"['Drama', 'Romance']",57,20000000,171504781
Cocoon: The Return,1988,"['Comedy', 'Drama', 'Science Fiction']",54,17500000,25024919
Colors,1988,"['Action', 'Crime', 'Drama']",66,6000000,46616067
Coming to America,1988,"['Comedy', 'Romance']",65,39000000,288752301
Critters 2,1988,"['Comedy', 'Horror', 'Science Fiction', 'Thriller']",50,4500000,3813293
Dangerous Liaisons,1988,"['Drama', 'Romance']",71,14000000,34670720
Dead Ringers,1988,"['Drama', 'Horror', 'Thriller']",70,13000000,8038508
Die Hard,1988,"['Action', 'Thriller']",75,28000000,140767956
Earth Girls Are Easy,1988,"['Music', 'Comedy', 'Drama', 'Romance', 'Science Fiction']",55,10000000,3916303
Ernest Saves Christmas,1988,"['Comedy', 'Family']",49,6000000,28202109
Frantic,1988,"['Crime', 'Drama', 'Mystery', 'Thriller']",66,20000000,17637950
Friday the 13th Part VII: The New Blood,1988,"['Horror', 'Thriller']",53,2800000,19170001
Halloween 4: The Return of Michael Myers,1988,"['Horror', 'Thriller']",59,5000000,17768757
Hellbound: Hellraiser II,1988,"['Horror', 'Thriller']",63,3000000,12090735
Hot to Trot,1988,['Comedy'],51,9000000,6436211
License to Drive,1988,"['Comedy', 'Family']",61,8000000,22433275
Married to the Mob,1988,"['Comedy', 'Crime', 'Romance']",58,10000000,21486757
Midnight Run,1988,"['Adventure', 'Comedy', 'Crime']",72,30000000,38413606
Mississippi Burning,1988,"['Thriller', 'Crime', 'Drama']",74,15000000,34604000
Monkey Shines,1988,"['Thriller', 'Drama', 'Horror', 'Science Fiction']",62,7000000,5344577
My Stepmother is an Alien,1988,"['Comedy', 'Science Fiction']",53,20000000,13854000
Night of the Demons,1988,['Horror'],61,1200000,3109904
Not of This Earth,1988,"['Horror', 'Science Fiction']",45,210000,107352
Off Limits,1988,"['Action', 'Crime', 'Drama', 'Mystery', 'Thriller']",56,12000000,7242035
Oliver & Company,1988,"['Animation', 'Comedy', 'Family']",65,31000000,74151346
Phantasm II,1988,"['Action', 'Horror', 'Science Fiction', 'Thriller']",63,3000000,7282851
Poltergeist III,1988,"['Horror', 'Thriller']",46,10500000,14144000
Powaqqatsi,1988,"['Documentary', 'Drama', 'Music']",74,2500000,589244
Prison,1988,"['Crime', 'Drama', 'Horror', 'Thriller']",67,1300000,354704
Pumpkinhead,1988,"['Fantasy', 'Horror']",59,3500000,4385516
Punchline,1988,"['Comedy', 'Drama']",51,15000000,21032267
Rain Man,1988,['Drama'],76,25000000,412800000
Rambo III,1988,"['Action', 'Adventure', 'Thriller', 'War']",57,63000000,189015611
Red Heat,1988,"['Action', 'Crime']",58,29000000,34994648
Red Scorpion,1988,"['Action', 'History', 'War']",49,16000000,4192440
Return of the Living Dead Part II,1988,"['Comedy', 'Horror']",58,6200000,9205924
Sunset,1988,"['Action', 'Comedy', 'Crime', 'Mystery', 'Thriller']",56,16000000,4594452
Talk Radio,1988,['Drama'],67,4000000,3468572
The Adventures of Baron Munchausen,1988,"['Action', 'Adventure', 'Comedy', 'Fantasy']",69,46630000,8083123
The Blob,1988,"['Horror', 'Science Fiction']",63,19000000,8247943
The Boost,1988,"['Drama', 'Romance']",53,8000000,784990
The Great Outdoors,1988,['Comedy'],64,24000000,43455230
The Lair of the White Worm,1988,"['Comedy', 'Horror']",58,2500000,1189315
The Land Before Time,1988,"['Animation', 'Adventure', 'Family']",70,12300000,84460846
The Last Temptation of Christ,1988,['Drama'],70,7000000,8373585
The Naked Gun: From the Files of Police Squad!,1988,"['Comedy', 'Crime']",71,12000000,78756177
The New Adventures of Pippi Longstocking,1988,"['Fantasy', 'Adventure', 'Family']",58,5000000,3569939
The Serpent and the Rainbow,1988,"['Horror', 'Thriller']",62,7000000,19595031
The Unbearable Lightness of Being,1988,"['Comedy', 'Romance']",70,17000000,10006806
They Live,1988,"['Action', 'Horror', 'Science Fiction', 'Thriller']",71,4000000,13008928
Twins,1988,['Comedy'],57,15000000,216614388
Vampire's Kiss,1988,"['Comedy', 'Horror']",60,2000000,725131
Vibes,1988,"['Romance', 'Action', 'Comedy']",60,1884000,1883811
Who Framed Roger Rabbit,1988,"['Fantasy', 'Animation', 'Comedy', 'Crime', 'Family']",72,70000000,329803958
Willow,1988,"['Adventure', 'Drama', 'Action']",69,35000000,57269863
Women on the Verge of a Nervous Breakdown,1988,"['Comedy', 'Drama']",76,700000,7179298
Working Girl,1988,"['Comedy', 'Drama', 'Romance']",65,28000000,103173635
Young Guns,1988,"['Crime', 'Action', 'Adventure', 'Drama', 'Western']",66,13000000,44726644
A Nightmare on Elm Street 5: The Dream Child,1989,"['Horror', 'Thriller']",55,8000000,22168359
All Dogs Go to Heaven,1989,"['Drama', 'Animation', 'Family', 'Comedy', 'Fantasy']",63,13800000,27100027
Always,1989,"['Fantasy', 'Drama', 'Romance']",60,31000000,74134790
Back to the Future Part II,1989,"['Adventure', 'Comedy', 'Family', 'Science Fiction']",74,40000000,332000000
Batman,1989,"['Fantasy', 'Action']",70,35000000,411348924
Bill & Ted's Excellent Adventure,1989,"['Adventure', 'Comedy', 'Science Fiction']",67,10000000,40485039
Black Rain,1989,"['Action', 'Thriller', 'Crime']",62,30000000,45892212
Born on the Fourth of July,1989,"['Drama', 'War']",67,14000000,161001698
Casualties of War,1989,"['Drama', 'History', 'War']",68,22500000,18671317
Cheetah,1989,"['Drama', 'Family']",59,5000000,8153677
Cousins,1989,"['Comedy', 'Romance']",51,13000000,22030000
Crimes and Misdemeanors,1989,"['Comedy', 'Drama']",74,19000000,18254702
Cyborg,1989,"['Action', 'Science Fiction']",49,500000,10166459
Dad,1989,"['Drama', 'Comedy']",56,19000000,19738015
Dead Calm,1989,"['Crime', 'Thriller', 'Horror', 'Drama']",66,10000000,7825000
Dead Poets Society,1989,['Drama'],81,16400000,235860116
Do the Right Thing,1989,['Drama'],76,6500000,37295445
Driving Miss Daisy,1989,"['Comedy', 'Drama']",70,7500000,145793296
Drugstore Cowboy,1989,"['Crime', 'Drama']",70,2500000,4729352
Farewell to the King,1989,"['War', 'Adventure']",59,16000000,2420917
Fletch Lives,1989,"['Comedy', 'Crime', 'Mystery']",58,8045760,35150960
Friday the 13th Part VIII: Jason Takes Manhattan,1989,"['Horror', 'Thriller']",48,5000000,14000000
Ghostbusters II,1989,"['Comedy', 'Fantasy']",63,37000000,215394738
Glory,1989,['War'],74,18000000,26828365
Halloween 5: The Revenge of Michael Myers,1989,"['Horror', 'Thriller']",53,5000000,11642254
Harlem Nights,1989,"['Comedy', 'Crime', 'Drama']",57,30000000,60864870
"Honey, I Shrunk the Kids",1989,"['Adventure', 'Comedy', 'Family', 'Science Fiction']",61,32000000,222724172
Indiana Jones and the Last Crusade,1989,"['Adventure', 'Action']",76,48000000,474171806
Johnny Handsome,1989,"['Crime', 'Drama']",61,20000000,7237794
K-9,1989,"['Action', 'Comedy', 'Crime']",55,17000000,78247647
Kickboxer,1989,"['Action', 'Thriller']",63,1500000,14697005
Kiki's Delivery Service,1989,"['Animation', 'Adventure', 'Drama', 'Fantasy']",76,6900000,18172849
Lethal Weapon 2,1989,"['Action', 'Adventure', 'Comedy', 'Crime', 'Thriller']",67,25000000,227853986
Leviathan,1989,"['Adventure', 'Horror', 'Action', 'Thriller', 'Science Fiction']",60,25000000,15704614
Licence to Kill,1989,"['Adventure', 'Action', 'Thriller']",59,32000000,156167015
Little Monsters,1989,"['Adventure', 'Fantasy', 'Comedy', 'Family']",56,7000000,793775
Lock Up,1989,"['Action', 'Adventure', 'Crime', 'Drama', 'Thriller']",62,24000000,22099847
Look Who's Talking,1989,"['Comedy', 'Romance']",58,7500000,296000000
Major League,1989,['Comedy'],67,11000000,49797148
Miracle Mile,1989,"['Romance', 'Science Fiction', 'Thriller']",72,3000000,1145404
My Left Foot: The Story of Christy Brown,1989,['Drama'],75,645180,14743391
National Lampoon's Christmas Vacation,1989,['Comedy'],71,27000000,71320000
Next of Kin,1989,"['Adventure', 'Drama', 'Action', 'Thriller']",50,12000000,15942628
No Holds Barred,1989,"['Action', 'Drama']",56,8000000,16093651
Pet Sematary,1989,"['Drama', 'Horror']",64,11500000,57469467
Road House,1989,"['Action', 'Thriller']",63,15000000,30050028
Roger & Me,1989,"['Documentary', 'History']",74,160000,6706368
Sea of Love,1989,"['Drama', 'Crime', 'Mystery']",67,19000000,110879513
"See No Evil, Hear No Evil",1989,"['Crime', 'Comedy']",64,18000000,46908987
Shocker,1989,"['Thriller', 'Comedy', 'Horror']",55,5000000,16554699
Star Trek V: The Final Frontier,1989,"['Science Fiction', 'Action', 'Adventure', 'Thriller']",56,30000000,70200000
Tango & Cash,1989,"['Action', 'Adventure', 'Comedy']",61,55000000,63408614
The 'Burbs,1989,"['Comedy', 'Horror', 'Thriller']",66,18000000,36602000
The Abyss,1989,"['Adventure', 'Action', 'Thriller', 'Science Fiction']",71,70000000,90000098
The Big Picture,1989,"['Comedy', 'Drama', 'Romance']",59,5000000,117463
The Little Mermaid,1989,"['Animation', 'Family']",72,40000000,222300000
The Wizard,1989,"['Adventure', 'Comedy', 'Drama', 'Family', 'Romance']",61,6000000,14278900
Three Fugitives,1989,['Comedy'],60,15000000,40590000
Uncle Buck,1989,"['Comedy', 'Drama', 'Family']",66,15000000,79258538
Valmont,1989,"['Drama', 'Romance']",67,33000000,1132112
Weekend at Bernie's,1989,['Comedy'],64,6500000,30218387
When Harry Met Sally...,1989,"['Comedy', 'Romance', 'Drama']",73,16000000,92823546
Another 48 Hrs.,1990,"['Thriller', 'Action', 'Comedy', 'Crime', 'Drama']",58,38000000,153518974
Arachnophobia,1990,"['Comedy', 'Horror']",62,31000000,53208180
Back to the Future Part III,1990,"['Adventure', 'Comedy', 'Family', 'Science Fiction']",71,40000000,244527583
Child's Play 2,1990,"['Drama', 'Horror']",58,13000000,35763605
Class of 1999,1990,"['Science Fiction', 'Thriller']",63,5200000,2459895
Cry-Baby,1990,"['Comedy', 'Music']",64,11000000,8266343
Dances with Wolves,1990,"['Adventure', 'Drama', 'Western']",76,22000000,424208848
Dark Angel,1990,"['Action', 'Thriller', 'Science Fiction', 'Crime', 'Horror']",55,7000000,9229401
Darkman,1990,"['Action', 'Science Fiction', 'Crime']",62,16000000,48878502
Days of Thunder,1990,['Adventure'],59,60000000,157920733
Death Warrant,1990,"['Action', 'Crime', 'Drama', 'Mystery', 'Thriller']",54,4000000,16853487
Dick Tracy,1990,"['Adventure', 'Action', 'Comedy', 'Thriller', 'Crime']",59,47000000,103738726
Die Hard 2,1990,"['Action', 'Thriller']",66,70000000,240031094
Edward Scissorhands,1990,"['Fantasy', 'Drama', 'Romance']",75,20000000,53000000
Flatliners,1990,"['Drama', 'Horror', 'Science Fiction', 'Thriller']",63,26000000,61489265
Frankenhooker,1990,"['Comedy', 'Horror', 'Science Fiction']",57,2500000,205068
Ghost,1990,"['Fantasy', 'Drama', 'Thriller', 'Mystery', 'Romance']",69,22000000,505000000
GoodFellas,1990,"['Drama', 'Crime']",82,25000000,46836394
Graveyard Shift,1990,"['Drama', 'Horror']",45,10500000,11582891
Gremlins 2: The New Batch,1990,"['Comedy', 'Horror', 'Fantasy']",63,50000000,41482207
Hard to Kill,1990,"['Action', 'Thriller']",56,10000000,47410000
Hardware,1990,"['Horror', 'Science Fiction', 'Thriller']",56,1500000,5728953
Havana,1990,"['Drama', 'Romance']",55,40000000,9243140
Home Alone,1990,"['Comedy', 'Family']",71,18000000,476684675
House Party,1990,"['Comedy', 'Drama']",61,2500000,26386000
Jacob's Ladder,1990,"['Drama', 'Mystery', 'Horror']",73,25000000,25965144
Kindergarten Cop,1990,['Comedy'],58,15000000,201957688
King of New York,1990,"['Thriller', 'Crime']",65,1000000,2554476
Lionheart,1990,"['Action', 'Thriller']",59,6000000,24078196
Loose Cannons,1990,"['Action', 'Comedy', 'Crime', 'Mystery', 'Thriller']",49,1500000,5585154
Marked for Death,1990,"['Action', 'Thriller']",56,12000000,46044400
Mermaids,1990,"['Comedy', 'Drama', 'Romance']",65,31000000,35419397
Miller's Crossing,1990,"['Drama', 'Thriller', 'Crime']",75,14000000,5080409
Misery,1990,"['Drama', 'Thriller']",76,20000000,61276872
Mo' Better Blues,1990,"['Drama', 'Romance']",63,10000000,16153593
Mr. Destiny,1990,"['Fantasy', 'Comedy', 'Science Fiction', 'Romance']",61,20000000,15379253
Night of the Living Dead,1990,['Horror'],67,4200000,5835247
Nightbreed,1990,"['Action', 'Drama', 'Fantasy', 'Horror']",64,11000000,8862354
Paris is Burning,1990,['Documentary'],82,500000,3779620
Postcards from the Edge,1990,"['Comedy', 'Drama']",63,22000000,39071603
Predator 2,1990,"['Science Fiction', 'Action', 'Thriller']",60,35000000,57120318
Presumed Innocent,1990,"['Drama', 'Thriller', 'Crime', 'Mystery']",66,22000000,221303188
Pretty Woman,1990,"['Romance', 'Comedy']",70,14000000,463000000
RoboCop 2,1990,"['Action', 'Adventure', 'Crime', 'Science Fiction', 'Thriller']",56,35000000,45681173
Rocky V,1990,['Drama'],53,42000000,119946358
Spaced Invaders,1990,"['Comedy', 'Family', 'Science Fiction']",48,3000000,15369573
Stanley & Iris,1990,"['Drama', 'Romance']",57,23000000,5820015
Tales from the Darkside: The Movie,1990,"['Thriller', 'Comedy', 'Fantasy', 'Horror']",58,3500000,16324573
Teenage Mutant Ninja Turtles,1990,"['Science Fiction', 'Action', 'Adventure', 'Comedy', 'Family']",65,13500000,202000000
The Adventures of Ford Fairlane,1990,"['Action', 'Comedy', 'Thriller', 'Crime', 'Mystery']",62,49000000,20423389
The Bonfire of the Vanities,1990,"['Comedy', 'Drama']",53,47000000,15691192
The First Power,1990,"['Crime', 'Thriller', 'Horror']",47,10000000,22424195
The Godfather: Part III,1990,"['Crime', 'Drama', 'Thriller']",71,54000000,136766062
