title,release_year,genres,score,budget,revenue
Wrong Turn,2003,"['Horror', 'Thriller']",60,12600000,28650575
X2,2003,"['Adventure', 'Action', 'Science Fiction', 'Thriller']",68,110000000,407711549
Young Adam,2003,"['Drama', 'Thriller', 'Crime', 'Romance']",59,6400000,2500000
13 Going on 30,2004,"['Comedy', 'Fantasy', 'Romance']",63,37000000,96455697
2046,2004,"['Fantasy', 'Drama', 'Science Fiction', 'Romance']",69,12000000,19271312
50 First Dates,2004,"['Comedy', 'Romance']",66,75000000,196482882
9 Songs,2004,"['Drama', 'Music', 'Romance']",51,1000000,1574623
A Cinderella Story,2004,['Comedy'],61,19000000,70067909
A Dirty Shame,2004,['Comedy'],54,15000000,1914166
A Driver for Vera,2004,['Drama'],62,3300000,2011837
A Home at the End of the World,2004,"['Romance', 'Drama']",68,6500000,1548955
AVP: Alien vs. Predator,2004,"['Adventure', 'Science Fiction', 'Action']",56,70000000,171183863
After the Sunset,2004,"['Action', 'Comedy', 'Crime', 'Drama']",60,60000000,61347797
Against the Ropes,2004,"['Romance', 'Drama']",45,39000000,6614280
Agent Cody Banks 2: Destination London,2004,['Comedy'],52,26000000,28818995
Aitraaz,2004,"['Thriller', 'Drama']",49,3500000,9250000
Alesha Popovich and Tugarin the Dragon,2004,"['Animation', 'Comedy', 'Drama']",61,4000000,1730000
Alexander,2004,"['War', 'History', 'Action', 'Adventure', 'Drama', 'Romance']",56,155000000,167298192
Alfie,2004,['Comedy'],55,60000000,13395939
Along Came Polly,2004,"['Comedy', 'Romance']",58,42000000,171963386
Anacondas: The Hunt for the Blood Orchid,2004,"['Adventure', 'Action', 'Horror', 'Science Fiction', 'Thriller']",49,20000000,70992898
Anchorman: The Legend of Ron Burgundy,2004,['Comedy'],67,26000000,90574188
Appleseed,2004,"['Animation', 'Action', 'Science Fiction']",68,10000000,1461989
Around the World in 80 Days,2004,"['Action', 'Adventure', 'Comedy']",57,110000000,72178895
Bad Education,2004,"['Crime', 'Drama', 'Romance', 'Thriller']",71,5000000,40266982
Barbershop 2:  Back in Business,2004,"['Comedy', 'Drama']",57,18000000,65070412
Before Sunset,2004,"['Drama', 'Romance']",76,2700000,15992615
Before the Fall,2004,['Drama'],73,4500000,3764219
Blade: Trinity,2004,"['Science Fiction', 'Action', 'Horror', 'Thriller', 'Adventure', 'Fantasy']",57,65000000,128905366
Born into Brothels,2004,['Documentary'],67,350000,3515061
Bridget Jones: The Edge of Reason,2004,"['Comedy', 'Romance']",61,50000000,40203020
Casshern,2004,"['Drama', 'Horror', 'Science Fiction']",57,6000000,1530216
Catch That Kid,2004,"['Family', 'Action', 'Adventure']",50,18000000,16702864
Catwoman,2004,"['Action', 'Crime']",42,100000000,82102379
Cellular,2004,"['Action', 'Adventure', 'Crime', 'Thriller']",61,25000000,56422687
Closer,2004,"['Drama', 'Romance']",67,27000000,115505027
Club Dread,2004,"['Comedy', 'Horror']",51,8500000,5001655
Collateral,2004,"['Drama', 'Crime', 'Thriller']",70,65000000,217764291
Confessions of a Teenage Drama Queen,2004,['Comedy'],51,15000000,29331068
Connie and Carla,2004,"['Music', 'Comedy', 'Crime']",64,20000000,11341016
Crash,2004,['Drama'],72,6500000,98410061
Dawn of the Dead,2004,"['Fantasy', 'Horror', 'Action']",68,28000000,102356381
Dhoom,2004,"['Action', 'Crime', 'Drama', 'Thriller']",62,1500000,12000000
Dirty Dancing: Havana Nights,2004,"['Drama', 'Romance']",60,25000000,27685016
District B13,2004,"['Action', 'Thriller', 'Science Fiction']",65,12000000,9584131
DodgeBall: A True Underdog Story,2004,['Comedy'],62,20000000,167722310
Downfall,2004,"['Drama', 'History', 'War']",77,18339750,92180910
Ella Enchanted,2004,"['Family', 'Fantasy', 'Comedy']",59,31000000,27388767
Eternal Sunshine of the Spotless Mind,2004,"['Science Fiction', 'Drama', 'Romance']",79,20000000,72258126
EuroTrip,2004,['Comedy'],65,25000000,20796847
Exorcist: The Beginning,2004,"['Horror', 'Mystery', 'Thriller']",47,80000000,78000586
Finding Neverland,2004,['Drama'],72,25000000,116766556
Flight of the Phoenix,2004,"['Action', 'Adventure', 'Drama', 'Thriller']",57,45000000,21009180
Friday Night Lights,2004,['Drama'],70,30000000,61255921
Garden State,2004,"['Comedy', 'Drama', 'Romance']",71,2500000,26781723
Garfield,2004,"['Animation', 'Comedy', 'Family']",52,50000000,200804534
Godsend,2004,"['Drama', 'Horror', 'Science Fiction', 'Thriller']",47,25000000,30114487
Harold & Kumar Go to White Castle,2004,"['Comedy', 'Adventure']",66,9000000,23936908
Harry Potter and the Prisoner of Azkaban,2004,"['Adventure', 'Fantasy', 'Family']",77,130000000,789804554
Hellboy,2004,"['Fantasy', 'Action', 'Science Fiction']",65,66000000,99318987
Hidalgo,2004,"['Western', 'Adventure']",65,100000000,108103450
Home on the Range,2004,"['Animation', 'Family']",57,110000000,103951461
Hotel Rwanda,2004,"['Drama', 'History', 'War']",75,17500000,38000000
Howl's Moving Castle,2004,"['Fantasy', 'Animation', 'Adventure']",82,24000000,234710455
"I, Robot",2004,"['Action', 'Science Fiction']",67,120000000,347234916
It's All Gone Pete Tong,2004,"['Drama', 'Comedy', 'Music']",71,2000000,120620
Jersey Girl,2004,"['Comedy', 'Romance']",58,35000000,36098382
Johnson Family Vacation,2004,"['Comedy', 'Family']",48,12000000,31179516
Kill Bill: Vol. 2,2004,"['Action', 'Crime', 'Thriller']",77,30000000,152159461
King Arthur,2004,"['Adventure', 'War', 'History']",61,120000000,203567857
Kung Fu Hustle,2004,"['Action', 'Comedy', 'Crime', 'Fantasy']",72,20000000,100914445
Ladder 49,2004,"['Drama', 'Action', 'Thriller']",62,60000000,74541707
Laws of Attraction,2004,"['Action', 'Comedy', 'Romance', 'Thriller']",56,28000000,30016165
Layer Cake,2004,"['Drama', 'Thriller', 'Crime']",70,6500000,11850214
Lemony Snicket's A Series of Unfortunate Events,2004,"['Adventure', 'Comedy', 'Family']",67,140000000,209073645
Little Black Book,2004,"['Comedy', 'Romance', 'Drama']",52,35000000,22034832
Man on Fire,2004,"['Action', 'Drama', 'Thriller', 'Crime']",73,70000000,130293714
Mean Creek,2004,"['Crime', 'Drama']",69,500000,603943
Mean Girls,2004,['Comedy'],69,17000000,129042871
Meet the Fockers,2004,"['Comedy', 'Romance']",61,80000000,516642939
Million Dollar Baby,2004,['Drama'],77,30000000,216763646
Mindhunters,2004,"['Mystery', 'Thriller', 'Crime']",63,27000000,21148829
Miracle,2004,"['Drama', 'History']",70,28000000,64445708
Mr. 3000,2004,"['Comedy', 'Drama']",50,30000000,21800302
Napoleon Dynamite,2004,['Comedy'],67,400000,46118097
Narco,2004,['Comedy'],61,823258,823258
National Treasure,2004,"['Adventure', 'Action', 'Thriller', 'Mystery']",64,100000000,347451894
Never Die Alone,2004,"['Action', 'Adventure', 'Crime', 'Drama', 'Thriller']",57,3000000,5923000
Night Watch,2004,"['Fantasy', 'Action', 'Thriller']",63,4200000,32000000
Ocean's Twelve,2004,"['Thriller', 'Crime']",64,110000000,362744280
Open Water,2004,"['Drama', 'Thriller']",53,130000,54667954
Paparazzi,2004,"['Action', 'Drama', 'Thriller']",58,20000000,16605763
Popular Music,2004,"['Comedy', 'Drama']",60,2224000,28000000
Primer,2004,"['Science Fiction', 'Drama', 'Thriller']",69,7000,424760
RRRrrrr!!!,2004,['Comedy'],62,17820000,14054361
Raise Your Voice,2004,"['Music', 'Drama', 'Romance']",60,15000000,14867514
Raising Helen,2004,"['Drama', 'Comedy', 'Romance']",59,50000000,49718611
Ray,2004,"['Drama', 'Music']",72,40000000,124731534
Resident Evil: Apocalypse,2004,"['Horror', 'Action', 'Science Fiction']",61,45000000,129394835
Riding Giants,2004,['Documentary'],76,2600000,3166000
Saw,2004,"['Horror', 'Mystery', 'Crime']",72,1200000,103911669
Secret Window,2004,"['Thriller', 'Mystery']",64,40000000,92913171
Seed of Chucky,2004,"['Drama', 'Horror', 'Comedy']",49,12000000,24829644
Shall We Dance?,2004,"['Drama', 'Romance', 'Comedy']",59,50000000,170128460
Shark Tale,2004,"['Animation', 'Action', 'Comedy', 'Family']",58,75000000,367275019
Shaun of the Dead,2004,"['Horror', 'Comedy']",75,4000000,30039392
She Hate Me,2004,"['Comedy', 'Drama']",51,8000000,365134
Shrek 2,2004,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",67,150000000,919838758
Sideways,2004,"['Comedy', 'Drama', 'Romance']",69,16000000,109502303
Sky Captain and the World of Tomorrow,2004,"['Mystery', 'Action', 'Thriller', 'Science Fiction', 'Adventure']",57,70000000,57958696
Soul Plane,2004,"['Romance', 'Comedy']",47,16000000,14822346
Spanglish,2004,['Comedy'],58,80000000,55041367
Spartan,2004,"['Mystery', 'Action', 'Drama', 'Thriller', 'Crime']",63,19250000,8112712
Spider-Man 2,2004,"['Action', 'Adventure', 'Fantasy']",67,200000000,783766341
Starsky & Hutch,2004,"['Comedy', 'Crime']",56,60000000,170268750
Stateside,2004,"['Drama', 'Music', 'Romance']",56,16000000,174318
Super Size Me,2004,"['Documentary', 'Comedy', 'Drama']",66,65000,28575078
Surviving Christmas,2004,"['Comedy', 'Romance']",51,45000000,14793624
Suspect Zero,2004,"['Crime', 'Thriller']",55,27000000,13000000
Taking Lives,2004,"['Action', 'Crime', 'Mystery', 'Thriller']",60,45000000,65470529
Taxi,2004,"['Thriller', 'Action', 'Comedy', 'Crime']",48,25000000,36609966
Team America: World Police,2004,"['Music', 'Adventure', 'Animation', 'Action', 'Comedy']",66,32000000,50907422
The Alamo,2004,"['Western', 'History', 'War']",58,145000000,25819961
The Aviator,2004,['Drama'],70,116000000,102000000
The Big Bounce,2004,"['Comedy', 'Crime']",50,50000000,6808550
The Bourne Supremacy,2004,"['Action', 'Drama', 'Thriller']",72,75000000,288500217
The Butterfly Effect,2004,"['Science Fiction', 'Thriller']",73,13000000,96060858
The Card Player,2004,"['Horror', 'Mystery', 'Thriller']",47,2600000,1479042
The Chronicles of Riddick,2004,"['Action', 'Science Fiction']",63,105000000,115772733
The Day After Tomorrow,2004,"['Action', 'Adventure', 'Science Fiction', 'Thriller']",62,125000000,544272402
The Forgotten,2004,"['Crime', 'Drama', 'Horror', 'Mystery', 'Science Fiction', 'Thriller']",55,42000000,117575636
The Girl Next Door,2004,['Comedy'],63,25000000,30411183
The Grudge,2004,"['Horror', 'Mystery', 'Thriller']",58,10000000,183474602
The Heart is Deceitful Above All Things,2004,['Drama'],57,74050,176153
The Incredibles,2004,"['Action', 'Adventure', 'Animation', 'Family']",74,92000000,631442092
The Life Aquatic with Steve Zissou,2004,"['Adventure', 'Comedy', 'Drama']",71,50000000,34808403
The Machinist,2004,"['Thriller', 'Drama']",73,5000000,8203235
The Manchurian Candidate,2004,"['Drama', 'Thriller', 'Mystery']",62,80000000,96105964
The Notebook,2004,"['Romance', 'Drama']",77,29000000,115603229
The Passion of the Christ,2004,['Drama'],69,30000000,611899420
The Phantom of the Opera,2004,"['Music', 'Thriller', 'Drama', 'Romance']",70,70000000,154648887
The Polar Express,2004,"['Adventure', 'Animation', 'Family', 'Fantasy']",64,165000000,305875730
The Princess Diaries 2: Royal Engagement,2004,"['Comedy', 'Drama', 'Family', 'Romance']",60,40000000,95149435
The Punisher,2004,"['Action', 'Crime', 'Drama']",61,33000000,54700105
The Sea Inside,2004,['Drama'],72,12806000,38535221
The SpongeBob SquarePants Movie,2004,"['Animation', 'Comedy', 'Family']",67,30000000,140161792
The Stepford Wives,2004,"['Action', 'Comedy', 'Science Fiction']",54,90000000,102000000
The Terminal,2004,"['Comedy', 'Drama']",71,60000000,219417255
The Village,2004,"['Drama', 'Mystery', 'Thriller']",62,60000000,256697520
The Whole Ten Yards,2004,"['Comedy', 'Thriller', 'Crime']",55,40000000,26155781
Thunderbirds,2004,"['Action', 'Adventure', 'Comedy', 'Family', 'Fantasy', 'Science Fiction']",42,57000000,28283637
Torque,2004,['Action'],47,40000000,46546197
Troy,2004,"['Adventure', 'Drama', 'War']",69,175000000,497409852
Twisted,2004,"['Action', 'Adventure', 'Crime', 'Drama', 'Thriller']",53,50000000,25195000
Two Brothers,2004,"['Adventure', 'Drama', 'Family']",69,74500000,62172050
Van Helsing,2004,"['Horror', 'Adventure', 'Action']",60,160000000,300257475
Vanity Fair,2004,"['Drama', 'Romance']",55,23000000,16123851
Veer-Zaara,2004,"['Drama', 'Romance']",75,7000000,29385320
Walking Tall,2004,"['Adventure', 'Drama', 'Action', 'Thriller']",60,56000000,57223890
We Don't Live Here Anymore,2004,"['Drama', 'Romance']",58,3000000,2037545
Welcome to Mooseport,2004,['Comedy'],48,30000000,14000000
White Chicks,2004,['Comedy'],63,37000000,113086475
Wicker Park,2004,"['Drama', 'Mystery', 'Romance', 'Thriller']",67,30000000,13001257
Wimbledon,2004,"['Comedy', 'Romance']",60,31000000,41512007
Win a Date with Tad Hamilton!,2004,"['Comedy', 'Romance']",55,17000000,16980098
Without a Paddle,2004,"['Action', 'Adventure', 'Comedy', 'Thriller']",53,19000000,69631118
Yu-Gi-Oh! The Movie,2004,"['Adventure', 'Fantasy', 'Animation', 'Action', 'Comedy', 'Thriller', 'Science Fiction', 'Family']",54,20000000,29170410
9th Company,2005,"['Drama', 'History', 'War', 'Action']",68,9500000,24000000
A History of Violence,2005,"['Drama', 'Thriller', 'Crime']",69,32000000,60740827
A Lot Like Love,2005,['Comedy'],65,30000000,42886719
A Sound of Thunder,2005,"['Thriller', 'Science Fiction', 'Adventure', 'Action']",48,80000000,5989640
Alone in the Dark,2005,"['Action', 'Fantasy', 'Horror', 'Thriller']",31,20000000,10442808
An Unfinished Life,2005,['Drama'],67,30000000,18618284
Are We There Yet?,2005,"['Adventure', 'Comedy', 'Family', 'Romance']",52,32000000,97918663
Assault on Precinct 13,2005,['Thriller'],60,30000000,35294470
Bad News Bears,2005,"['Comedy', 'Family']",57,30000000,34252847
Batman Begins,2005,"['Action', 'Crime', 'Drama']",75,150000000,374218673
Battle in Heaven,2005,['Drama'],56,1601792,253527
Be Cool,2005,"['Comedy', 'Crime']",54,53000000,95226116
Beauty Shop,2005,"['Comedy', 'Romance']",54,25000000,36351350
Because of Winn-Dixie,2005,"['Comedy', 'Drama', 'Family']",61,14000000,32645546
Bee Season,2005,"['Drama', 'Family']",52,14000000,6856989
Bewitched,2005,"['Comedy', 'Fantasy', 'Romance']",48,85000000,131426169
BloodRayne,2005,"['Action', 'Adventure', 'Fantasy', 'Horror']",36,25000000,2405420
Bluffmaster!,2005,"['Drama', 'Comedy', 'Romance', 'Foreign']",49,1823152,7133082
Boogeyman,2005,"['Thriller', 'Horror', 'Drama', 'Mystery']",46,20000000,67192859
Brick,2005,"['Drama', 'Mystery']",68,475000,3919254
Brokeback Mountain,2005,"['Drama', 'Romance']",75,14000000,178043761
Broken Flowers,2005,"['Comedy', 'Drama', 'Mystery', 'Romance']",68,10000000,45742101
Capote,2005,"['Crime', 'Drama']",69,7000000,49084830
Chaos,2005,"['Drama', 'Action', 'Crime']",61,20000000,10289
Charlie and the Chocolate Factory,2005,"['Adventure', 'Comedy', 'Family', 'Fantasy']",67,150000000,474968763
Cheaper by the Dozen 2,2005,['Comedy'],58,60000000,129181830
Chicken Little,2005,"['Animation', 'Family', 'Comedy']",56,150000000,314432665
Cinderella Man,2005,"['Romance', 'Drama', 'History']",73,88000000,108539911
Coach Carter,2005,['Drama'],73,30000000,76669806
Constantine,2005,"['Drama', 'Fantasy', 'Horror']",66,100000000,230884728
Corpse Bride,2005,"['Romance', 'Fantasy', 'Animation', 'Music']",72,40000000,117195061
Cry_Wolf,2005,"['Horror', 'Thriller']",56,1000000,10047674
Cursed,2005,"['Horror', 'Comedy']",51,35000000,19294901
Dark Water,2005,"['Drama', 'Horror', 'Thriller']",53,30000000,25473093
Dave Chappelle's Block Party,2005,"['Comedy', 'Documentary', 'Music']",65,3000000,11718595
Derailed,2005,"['Drama', 'Thriller']",61,22000000,57479076
Deuce Bigalow: European Gigolo,2005,['Comedy'],46,22000000,22400154
Dominion: Prequel to the Exorcist,2005,"['Horror', 'Thriller']",48,30000000,251495
Domino,2005,"['Action', 'Crime']",60,50000000,22944502
Doom,2005,"['Adventure', 'Action', 'Horror']",50,60000000,55987321
Down in the Valley,2005,"['Drama', 'Romance']",60,8000000,852872
Elektra,2005,"['Action', 'Fantasy']",49,43000000,56681566
Elizabethtown,2005,"['Comedy', 'Drama', 'Romance']",61,57000000,52034889
Empire of the Wolves,2005,['Action'],55,24000000,11875866
Everything is Illuminated,2005,"['Comedy', 'Drama']",74,7000000,2697930
FC Venus,2005,"['Comedy', 'Romance']",56,2196531,2411594
Fantastic Four,2005,"['Action', 'Adventure', 'Fantasy', 'Science Fiction']",55,100000000,330579719
Fever Pitch,2005,"['Comedy', 'Drama', 'Romance']",59,30000000,50451307
Flightplan,2005,"['Thriller', 'Drama', 'Mystery']",61,55000000,223387299
Four Brothers,2005,"['Action', 'Crime']",67,45000000,92374674
Four Eyed Monsters,2005,"['Comedy', 'Drama', 'Fantasy', 'Romance']",60,250000,245000
Fun with Dick and Jane,2005,['Comedy'],59,100000000,202026112
Get Rich or Die Tryin',2005,['Drama'],63,40000000,46442528
Goal!: The Dream Begins,2005,['Drama'],66,30000000,27610873
"Good Night, and Good Luck.",2005,"['Drama', 'History']",68,7000000,54600000
Guess Who,2005,"['Comedy', 'Romance']",55,35000000,68915888
Hard Candy,2005,"['Drama', 'Thriller']",68,950000,7022209
Harry Potter and the Goblet of Fire,2005,"['Adventure', 'Fantasy', 'Family']",75,150000000,895921036
Harsh Times,2005,"['Crime', 'Drama', 'Thriller', 'Action']",63,2000000,5967038
Herbie Fully Loaded,2005,"['Comedy', 'Family', 'Adventure', 'Fantasy', 'Romance']",51,50000000,66002004
Hide and Seek,2005,"['Horror', 'Mystery', 'Thriller']",61,25000000,122644820
Hitch,2005,"['Comedy', 'Drama', 'Romance']",63,70000000,368100420
Hoodwinked!,2005,"['Animation', 'Comedy', 'Family']",60,15000000,51053787
Hostage,2005,"['Mystery', 'Drama', 'Thriller', 'Crime']",62,52000000,77944725
Hostel,2005,['Horror'],57,4800000,80578934
House of Wax,2005,['Horror'],55,40000000,68766121
Hustle & Flow,2005,['Drama'],69,8000000,23563727
Ice Princess,2005,"['Drama', 'Comedy', 'Family']",59,25000000,27645491
Initial D,2005,"['Action', 'Crime', 'Thriller', 'Drama']",63,1549000,7096000
Inside Deep Throat,2005,"['History', 'Documentary']",68,2000000,653621
Into the Blue,2005,"['Action', 'Thriller', 'Adventure', 'Crime']",58,50000000,44434439
Jarhead,2005,"['Drama', 'War']",66,72000000,96889998
Joyeux Noël,2005,"['Romance', 'Drama', 'History', 'War', 'Music']",72,22000000,17709155
Just Like Heaven,2005,"['Comedy', 'Fantasy', 'Romance']",65,58000000,102854431
Keeping Mum,2005,['Comedy'],65,169000,18564702
Kicking & Screaming,2005,"['Romance', 'Comedy', 'Family']",56,45000000,56070433
King Kong,2005,"['Adventure', 'Drama', 'Action']",66,207000000,550000000
Kingdom of Heaven,2005,"['Drama', 'Action', 'Adventure', 'History', 'War']",66,130000000,211643158
Kiss Kiss Bang Bang,2005,"['Action', 'Comedy', 'Crime', 'Mystery']",72,15000000,15785148
Land of the Dead,2005,['Horror'],60,15000000,46770602
Lord of War,2005,"['Crime', 'Drama', 'Thriller']",70,42000000,24127895
Lords of Dogtown,2005,['Drama'],70,25000000,13411957
Madagascar,2005,"['Family', 'Animation']",66,75000000,532680671
Man-Thing,2005,"['Action', 'Horror', 'Science Fiction']",40,7500000,143000
Manderlay,2005,['Drama'],69,14200000,674918
March of the Penguins,2005,"['Documentary', 'Family']",69,8000000,127392239
Match Point,2005,"['Drama', 'Thriller', 'Crime', 'Romance']",72,15000000,85306374
Memoirs of a Geisha,2005,"['Drama', 'History', 'Romance']",73,85000000,162242962
Mirrormask,2005,['Fantasy'],66,4000000,866999
Monster-in-Law,2005,"['Romance', 'Comedy']",56,43000000,154749918
Mozart and the Whale,2005,"['Comedy', 'Drama', 'Romance']",65,12000000,84967
Mr. & Mrs. Smith,2005,"['Action', 'Comedy', 'Drama', 'Thriller']",65,110000000,478207520
Mrs Palfrey at The Claremont,2005,"['Comedy', 'Drama']",68,750000,1720953
Munich,2005,"['Drama', 'Action', 'History', 'Thriller']",70,70000000,130358911
Murderball,2005,['Documentary'],69,300000,1750211
Must Love Dogs,2005,"['Romance', 'Comedy']",58,30000000,58405313
Nanny McPhee,2005,"['Fantasy', 'Comedy', 'Family']",64,25000000,122489822
North Country,2005,['Drama'],69,35000000,25224242
Oliver Twist,2005,"['Crime', 'Drama', 'Family']",67,50000000,42093706
Pride & Prejudice,2005,"['Drama', 'Romance']",78,28000000,121147947
Proof,2005,"['Drama', 'Mystery']",62,20000000,7535331
Racing Stripes,2005,['Comedy'],51,30000000,93772522
Rebound,2005,"['Comedy', 'Family']",52,45000000,16809014
Red Eye,2005,"['Horror', 'Thriller']",62,26000000,57891803
Rent,2005,"['Drama', 'Romance']",67,40000000,31670620
Riding Alone for Thousands of Miles,2005,['Drama'],73,7500000,3752325
Robots,2005,"['Animation', 'Comedy', 'Family', 'Science Fiction']",60,75000000,260696994
Romanzo criminale,2005,['Drama'],73,818418,4851244
Rumor Has It...,2005,['Comedy'],53,70000000,88933562
Russian Dolls,2005,"['Comedy', 'Drama', 'Romance']",68,13000000,23727301
Sahara,2005,"['Action', 'Adventure', 'Comedy', 'Drama', 'Mystery']",57,130000000,119269486
Sarkar,2005,"['Crime', 'Action', 'Drama']",69,1900000,5900000
Saw II,2005,['Horror'],63,4000000,152925093
Serenity,2005,"['Science Fiction', 'Action', 'Adventure', 'Thriller']",74,39000000,38869464
Shadowboxing,2005,['Action'],50,3500000,8262833
Shopgirl,2005,"['Comedy', 'Drama', 'Romance']",57,10284523,11588205
Sin City,2005,"['Action', 'Thriller', 'Crime']",72,40000000,158733820
Sky High,2005,"['Adventure', 'Comedy', 'Family']",58,35000000,86369815
Slow Burn,2005,"['Mystery', 'Crime', 'Drama', 'Thriller']",55,15500000,1237615
Standing Still,2005,"['Comedy', 'Drama', 'Romance']",57,1700000,12762
Star Wars: Episode III - Revenge of the Sith,2005,"['Science Fiction', 'Adventure', 'Action']",71,113000000,850000000
Stay,2005,"['Mystery', 'Thriller', 'Drama']",65,50000000,8342132
Stealth,2005,['Action'],49,135000000,76932943
Syriana,2005,"['Drama', 'Thriller']",63,50000000,94000000
Tamara,2005,"['Fantasy', 'Horror', 'Thriller']",51,4750000,206871
Thank You for Smoking,2005,"['Comedy', 'Drama']",71,6500000,24793509
The 40 Year Old Virgin,2005,"['Comedy', 'Romance']",62,26000000,109449237
The Adventures of Sharkboy and Lavagirl,2005,"['Adventure', 'Family', 'Science Fiction']",44,50000000,69425966
The Amityville Horror,2005,"['Horror', 'Thriller', 'Drama']",60,19000000,108047131
The Ballad of Jack and Rose,2005,['Drama'],65,1500000,712294
The Brothers Grimm,2005,"['Adventure', 'Fantasy', 'Action', 'Comedy', 'Thriller']",56,88000000,105316267
The Cave,2005,"['Action', 'Adventure', 'Horror', 'Thriller']",52,30000000,15007991
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",2005,"['Adventure', 'Family', 'Fantasy']",67,180000000,748806957
The Constant Gardener,2005,"['Drama', 'Mystery', 'Thriller']",69,25000000,82466670
The Curse of the Were-Rabbit,2005,"['Adventure', 'Animation', 'Comedy', 'Family']",68,30000000,192452832
The Derby Stallion,2005,"['Drama', 'Family']",47,750000,4000000
The Dukes of Hazzard,2005,"['Action', 'Adventure', 'Comedy']",51,50000000,110803676
The Exorcism of Emily Rose,2005,"['Crime', 'Drama', 'Horror', 'Thriller']",63,19000000,144216468
The Fog,2005,"['Horror', 'Thriller']",38,18000000,46201432
The Great Raid,2005,"['Action', 'History', 'War']",68,80000000,10166502
The Greatest Game Ever Played,2005,"['Drama', 'Family']",69,25000000,15431177
The Hitchhiker's Guide to the Galaxy,2005,"['Adventure', 'Comedy', 'Family', 'Science Fiction']",66,50000000,104478416
The Interpreter,2005,"['Crime', 'Thriller']",62,80000000,162944923
The Island,2005,"['Action', 'Thriller', 'Science Fiction', 'Adventure']",65,126000000,162949164
The Jacket,2005,"['Drama', 'Mystery', 'Thriller', 'Fantasy']",68,29000000,21126225
The Legend of Zorro,2005,"['Action', 'Adventure']",59,75000000,142400065
The Longest Yard,2005,"['Comedy', 'Drama']",62,82000000,190320568
The Lost City,2005,"['Drama', 'Romance']",59,9600000,4386236
The Matador,2005,"['Action', 'Comedy', 'Crime', 'Drama', 'Thriller']",62,10000000,17297244
The New World,2005,"['Drama', 'History', 'Romance']",64,30000000,30536013
The Pacifier,2005,"['Action', 'Comedy', 'Drama', 'Family', 'Thriller']",58,56000000,113006880
The Producers,2005,"['Comedy', 'Music']",61,45000000,38058335
The Proposition,2005,"['Action', 'Adventure', 'Crime', 'Drama', 'Thriller', 'Western']",71,2000000,5048693
The Protector,2005,"['Action', 'Crime', 'Drama', 'Thriller']",68,6000000,27165581
The Quiet,2005,"['Drama', 'Thriller']",61,900000,381420
The Ring Two,2005,"['Drama', 'Horror', 'Thriller']",55,50000000,161451538
The Rocket: The Legend of Rocket Richard,2005,['Drama'],61,8000000,2019009
The Sisterhood of the Traveling Pants,2005,"['Drama', 'Comedy']",63,25000000,39053061
The Skeleton Key,2005,"['Drama', 'Horror', 'Mystery', 'Thriller']",64,43000000,91974818
The Squid and the Whale,2005,"['Comedy', 'Drama']",69,1500000,11098131
The Three Burials of Melquiades Estrada,2005,"['Adventure', 'Crime', 'Drama', 'Mystery', 'Western']",70,15000000,12036149
The Weather Man,2005,"['Comedy', 'Drama']",60,20000000,12482775
The Wedding Date,2005,"['Comedy', 'Romance']",62,15000000,47175038
Tideland,2005,"['Fantasy', 'Drama', 'Thriller', 'Science Fiction']",63,12000000,566611
Transamerica,2005,['Drama'],69,1000000,13350369
Transporter 2,2005,"['Action', 'Thriller', 'Crime']",62,32000000,85167639
Tsotsi,2005,"['Crime', 'Drama']",69,3000000,9879971
Twelve and Holding,2005,['Drama'],70,400000,95687
Two for the Money,2005,"['Comedy', 'Crime', 'Drama', 'Thriller']",59,35000000,30526509
Undiscovered,2005,"['Comedy', 'Romance']",45,9000000,1046166
Unleashed,2005,"['Action', 'Crime']",66,45000000,50871113
Valiant,2005,"['Animation', 'Family', 'Adventure']",52,35000000,19478106
Waiting...,2005,['Comedy'],62,3000000,18637690
Walk the Line,2005,"['Drama', 'Music', 'Romance']",73,28000000,186438883
War of the Worlds,2005,"['Adventure', 'Thriller', 'Science Fiction']",62,132000000,591739379
Wedding Crashers,2005,"['Comedy', 'Romance']",64,40000000,285176741
Welcome to Dongmakgol,2005,"['War', 'Comedy', 'Drama', 'History']",77,8,33579813
White Noise,2005,"['Drama', 'Horror', 'Thriller']",56,10000000,91196419
Wolf Creek,2005,"['Horror', 'Thriller']",61,1000000,27762648
"Yours, Mine & Ours",2005,"['Comedy', 'Family', 'Romance']",57,45000000,72028752
Zathura: A Space Adventure,2005,"['Family', 'Fantasy', 'Science Fiction', 'Adventure']",61,65000000,64321501
xXx: State of the Union,2005,"['Action', 'Adventure', 'Crime', 'Drama', 'Mystery', 'Thriller']",47,60000000,71073932
Æon Flux,2005,"['Action', 'Science Fiction']",54,62000000,52304001
10th & Wolf,2006,"['Action', 'Crime', 'Drama', 'Mystery', 'Thriller']",63,8000000,143451
16 Blocks,2006,"['Action', 'Adventure', 'Crime', 'Thriller']",62,55000000,65664721
300,2006,"['Action', 'Adventure', 'War']",70,65000000,422610419
A Good Year,2006,"['Comedy', 'Drama', 'Romance']",65,35000000,42064105
A Scanner Darkly,2006,"['Animation', 'Science Fiction', 'Thriller']",68,8700000,7659918
