title,release_year,genres,score,budget,revenue
The Martian,2015.0,"Drama, Adventure, Science Fiction",76.0,108000000.0,630161890.0
The Marrying Man,1991.0,"Action, Comedy, Romance, Thriller",50.0,26000000.0,12454768.0
The Marksman,2021.0,"Action, Drama",69.0,23000000.0,23855847.0
The Marine 6: Close Quarters,2018.0,Action,69.0,54600000.0,225671705.0
The Marine 5: Battleground,2017.0,Action,64.0,67800000.0,348256501.8
The Marine 4: Moving Target,2015.0,Action,64.0,1950000.0,211802400.4
The Marine 3: Homefront,2013.0,Action,63.0,121500000.0,322321439.4
The Marine 2,2009.0,Action,60.0,75600000.0,439951557.8
The Marine,2006.0,"Action, Adventure, Drama, Thriller",50.0,20000000.0,22165608.0
The Many Saints of Newark,2021.0,Crime,65.0,50000000.0,12732039.0
The Many Adventures of Winnie the Pooh,1977.0,"Animation, Family",73.0,59000000.0,590853673.0
The Manhattan Project,1986.0,"Science Fiction, Thriller",61.0,18000000.0,3900000.0
The Manchurian Candidate,1962.0,"Mystery, Thriller",77.0,80000000.0,96105910.0
The Man with the Iron Heart,2018.0,"War, Action, History, Thriller",66.0,32679734.0,4412639.0
The Man with the Iron Fists 2,2015.0,Action,56.0,105000000.0,280137286.4
The Man with the Iron Fists,2012.0,Action,52.0,15000000.0,15608545.0
The Man with the Golden Gun,1974.0,"Adventure, Action, Thriller",64.0,7000000.0,97572000.0
The Man in the Iron Mask,1998.0,"Adventure, Action, Drama",66.0,35000000.0,56968169.0
The Man from U.N.C.L.E.,2015.0,"Comedy, Action, Adventure",71.0,75000000.0,108145109.0
The Man from Toronto,2022.0,"Action, Adventure, Comedy",66.0,75000000.0,416154234.2
The Man from Snowy River,1982.0,"Family, Drama, Action, Western, Romance",69.0,3500000.0,20659423.0
The Man from Earth: Holocene,2017.0,"Drama, Science Fiction",57.0,136000000.0,214723902.8
The Man from Earth,2008.0,"Science Fiction, Drama",76.0,200000.0,58992776.8
The Man Who Shot Liberty Valance,1962.0,Western,74.0,3200000.0,8000000.0
The Man Who Loved Women,1983.0,Comedy,52.0,19000000.0,1000000.0
The Man Who Knew Too Much,1956.0,"Adventure, Crime, Drama, Mystery, Thriller",73.0,2500000.0,10250000.0
The Man Who Knew Too Little,1997.0,"Comedy, Thriller, Crime, Action",65.0,20000000.0,13801755.0
The Man Who Fell to Earth,1976.0,"Drama, Science Fiction",65.0,1500000.0,192163491.4
The Maltese Falcon,1941.0,"Mystery, Crime, Thriller",78.0,375000.0,1000000.0
The Making of 'Scarface',1998.0,Documentary,78.0,101700000.0,716719914.2
The Majestic,2001.0,"Drama, Romance",66.0,72000000.0,37317558.0
The Main Event,2020.0,"Family, Comedy",68.0,99000000.0,534705883.4
The Maid,2014.0,"Romance, Drama",44.0,373000.0,2207949.8
The Magnificent Seven,1987.0,"Western, Action, Adventure",75.0,90000000.0,162122642.0
The Magnificent Seven,1960.0,Western,74.0,2000000.0,4905000.0
The Magician's Elephant,2023.0,"Animation, Adventure, Family, Fantasy",73.0,82600000.0,473097256.6
The Magic of Ordinary Days,2005.0,"Drama, Romance, TV Movie",70.0,99800000.0,816098807.6
The Magic Roundabout,2007.0,"Animation, Family",53.0,20000000.0,50224557.8
The Mad Hatter,2021.0,"Horror, Thriller",55.0,141000000.0,259379650.4
The Machinist,2004.0,"Thriller, Drama",73.0,5000000.0,8203235.0
The Lure,2015.0,"Horror, Music",61.0,1300000.0,101657.0
The Lunchbox,2013.0,"Drama, Romance",73.0,1000000.0,4235151.0
The Lucky One,2012.0,"Drama, Romance",68.0,25000000.0,99357138.0
The Lovely Bones,2009.0,"Fantasy, Drama",66.0,95000000.0,93525586.0
The Loved Ones,2010.0,Horror,67.0,4000000.0,12302.0
The Love Witch,2016.0,"Fantasy, Romance, Horror, Comedy",64.0,37445000.0,228894.0
The Love Guru,2008.0,"Comedy, Romance",43.0,62000000.0,41819064.0
The Love Bug,1969.0,"Comedy, Family, Fantasy",65.0,39800000.0,51264022.0
The Loud House Movie,2021.0,"Animation, Family, Comedy, Adventure, Fantasy",74.0,114860000.0,901084255.0
The Lost World: Jurassic Park,1997.0,"Adventure, Action, Science Fiction",62.0,75000000.0,229074524.0
The Lost Weekend,1945.0,Drama,74.0,1250000.0,11000000.0
The Lost Viking,2018.0,"Action, Adventure, History",64.0,109600000.0,590859548.2
The Lost King,2022.0,"Drama, Comedy",64.0,119000000.0,590200773.2
The Lost Daughter,2021.0,Drama,66.0,45310000.0,14521.0
The Lost City of Z,2016.0,"Action, Adventure, Drama, History",61.0,30000000.0,8574339.0
The Lost City,2022.0,"Action, Adventure, Comedy",66.0,74000000.0,182921990.0
The Lost City,2005.0,"Drama, Romance",59.0,9600000.0,4386236.0
The Lost Boys,1987.0,"Horror, Comedy",68.0,8500000.0,32222567.0
The Losers,2010.0,"Action, Adventure, Crime, Mystery, Thriller",62.0,25000000.0,23580000.0
The Lords of Salem,2012.0,"Horror, Thriller",51.0,1500000.0,1165882.0
The Lords of Flatbush,1974.0,Drama,57.0,160000.0,4000000.0
The Lord of the Rings: The Two Towers,2002.0,"Adventure, Fantasy, Action",80.0,94000000.0,926287400.0
The Lord of the Rings: The Return of the King,2003.0,"Adventure, Fantasy, Action",81.0,94000000.0,1118888979.0
The Lord of the Rings: The Fellowship of the Ring,2001.0,"Adventure, Fantasy, Action",80.0,93000000.0,871368364.0
The Lord of the Rings,1978.0,"Fantasy, Drama, Animation, Adventure",61.0,4000000.0,30471420.0
The Lorax,2012.0,"Animation, Family",63.0,70000000.0,348840316.0
The Lookout,2007.0,"Crime, Drama, Thriller",66.0,16000000.0,5367030.0
The Longest Yard,2005.0,"Comedy, Drama",62.0,82000000.0,190320568.0
The Longest Yard,1974.0,"Crime, Comedy, Drama",64.0,2900000.0,43008075.0
The Longest Ride,2015.0,"Drama, Romance",73.0,34000000.0,63013281.0
The Longest Day,1962.0,"Action, Drama, History, War",73.0,10000000.0,50100000.0
The Long Riders,1980.0,"Western, History",66.0,10000000.0,15795189.0
The Long Kiss Goodnight,1996.0,"Crime, Action, Mystery, Thriller",64.0,65000000.0,89456761.0
The Long Dark Trail,2021.0,Horror,47.0,57800000.0,519287241.4
The Lone Ranger,2013.0,"Action, Adventure, Western",59.0,255000000.0,89289910.0
The Loft,2014.0,Thriller,64.0,14000000.0,10076790.0
The Lodge,2020.0,"Drama, Horror, Thriller",61.0,9146840.6,2679585.0
The Locksmith,2023.0,"Drama, Thriller, Crime",62.0,133000000.0,407446362.4
The Lobster,2015.0,"Thriller, Comedy, Drama, Romance, Science Fiction",67.0,4500000.0,15656193.0
The Lizzie McGuire Movie,2003.0,"Family, Comedy",58.0,17000000.0,55534455.0
The Living Daylights,1987.0,"Action, Adventure, Thriller",62.0,40000000.0,191185897.0
The Lives of Others,2006.0,"Drama, Thriller",79.0,2000000.0,70000000.0
The Little Vampire 3D,2021.0,"Comedy, Animation, Family, Fantasy",61.0,10000000.0,182327208.0
The Little Vampire,2000.0,"Family, Horror",60.0,22000000.0,13555988.0
The Little Things,2021.0,"Crime, Drama, Thriller",63.0,30000000.0,29735222.0
The Little Rascals Save the Day,2014.0,Comedy,61.0,8000000.0,97708392.4
The Little Rascals,1994.0,"Romance, Comedy, Family",68.0,53004639.8,67308282.0
The Little Prince(ss),2021.0,"Family, Drama",72.0,93800000.0,456883743.4
The Little Prince,2015.0,"Adventure, Animation, Fantasy",76.0,77500000.0,97571250.0
The Little Mermaid Live!,2019.0,Music,71.0,48300000.0,354965688.6
The Little Mermaid II: Return to the Sea,2000.0,"Animation, Adventure, Family, Comedy",64.0,144000000.0,317848249.0
The Little Mermaid,2018.0,"Family, Adventure, Fantasy, Romance, Drama",50.0,161600000.0,704464322.4
The Little Mermaid,1989.0,"Animation, Family",72.0,40000000.0,222300000.0
The Little Hours,2017.0,Comedy,58.0,72440000.0,220176894.4
The Little Guy,2022.0,"Animation, Family, Comedy, Science Fiction",74.0,148000000.0,443047789.4
The Lion King II: Simba's Pride,2000.0,"Family, Adventure, Animation, Action",69.0,140700000.0,490644301.8
The Lion King 1½,2004.0,"Family, Animation, Comedy, Action",66.0,80017249.0,1465.0
The Lion King,1994.0,"Family, Animation, Drama",80.0,79300000.0,788241776.0
The Lion Guard: Return of the Roar,2015.0,"Family, TV Movie, Animation",67.0,116700000.0,661829506.2
The Lincoln Lawyer,2011.0,"Crime, Drama, Thriller",70.0,40000000.0,85412898.0
The Limey,1999.0,"Action, Crime, Drama, Mystery, Thriller",66.0,10000000.0,3193102.0
The Limehouse Golem,2016.0,"Horror, Mystery, Thriller",62.0,9288225.8,2225698.0
The Lighthouse,2020.0,"Drama, Fantasy, Thriller, Horror",75.0,4000000.0,18262307.0
The Lighthouse,2019.0,"drama film, fantasy film, horror film",90.0,11000000.0,18178770.0
The Light Between Oceans,2016.0,Drama,69.0,20000000.0,25956113.0
The Life of David Gale,2003.0,"Drama, Thriller, Crime",73.0,50000000.0,38955598.0
The Life Aquatic with Steve Zissou,2004.0,"Adventure, Comedy, Drama",71.0,50000000.0,34808403.0
The Library Boys,2022.0,Comedy,43.0,77300000.0,564483267.8
The Librarian: The Curse of the Judas Chalice,2008.0,"Fantasy, Adventure, Comedy",62.0,104000000.0,301396747.2
The Librarian: Quest for the Spear,2004.0,"Adventure, Action, Fantasy",62.0,160000000.0,472290835.2
The Letters,2015.0,Drama,62.0,1.0,1000000.0
The Lego Ninjago Movie,2017.0,"Family, Animation, Action, Adventure, Comedy",65.0,70000000.0,122737201.0
The Lego Movie 2: The Second Part,2019.0,"Action, Adventure, Animation, Comedy, Family",67.0,99000000.0,192456290.0
The Lego Movie,2014.0,"Adventure, Animation, Comedy, Family, Fantasy",75.0,60000000.0,469160692.0
The Lego Batman Movie,2017.0,"Action, Animation, Comedy, Family, Fantasy",72.0,80000000.0,311950384.0
The Legion,2020.0,"Adventure, History, Action",61.0,127000000.0,398812949.6
The Legend of the Lone Ranger,1981.0,"Action, Adventure, Romance, Western",37.0,18000000.0,2945600.0
The Legend of Zorro,2005.0,"Action, Adventure",59.0,80000000.0,142400065.0
The Legend of Tarzan,2016.0,"Action, Adventure",55.0,180000000.0,356743061.0
The Legend of La Llorona,2022.0,"Horror, Thriller",47.0,118800000.0,452580073.2
The Legend of Hercules,2014.0,"Action, Adventure",44.0,70000000.0,61279452.0
The Legend of Boggy Creek,1972.0,"Mystery, Horror, Drama",56.0,100000.0,22000000.0
The Legend of Bhagat Singh,2002.0,"Drama, History",72.0,3000000.0,6000000.0
The Legend of Bagger Vance,2000.0,"Fantasy, Drama",64.0,80000000.0,39459427.0
The Ledge,2022.0,"Thriller, Adventure",66.0,2500000.0,249984799.4
The Ledge,2011.0,"Drama, Thriller",65.0,10000000.0,1000000.0
The League of Extraordinary Gentlemen,2003.0,"Fantasy, Action, Thriller, Science Fiction",57.0,78000000.0,179265204.0
The Lazarus Project,2008.0,"Drama, Thriller",60.0,9750000.0,558000.0
The Lazarus Effect,2015.0,"Thriller, Horror",51.0,5000000.0,64110728.0
The Layover,2018.0,"Comedy, Romance",54.0,98100000.0,376152925.6
The Lawnmower Man,1992.0,"Horror, Thriller, Science Fiction",54.0,10000000.0,32101000.0
The Last of the Mohicans,1992.0,"Action, Adventure, Drama, History, Romance, War",71.0,40000000.0,75505856.0
The Last of Us: One Night Live,2014.0,Drama,75.0,127200000.0,564158441.4
The Last of Us - No Escape,2017.0,"Action, Horror",53.0,116000000.0,237808574.8
The Last Witch Hunter,2015.0,"Fantasy, Action, Adventure",57.0,90000000.0,146936910.0
The Last Wave,1977.0,"Drama, Mystery, Thriller",68.0,810000.0,1258000.0
The Last Unicorn,1986.0,"Fantasy, Animation, Family, Adventure",72.0,27268000.0,6455530.0
The Last Thing He Wanted,2020.0,"Drama, Thriller",49.0,147200000.0,1052163302.4
The Last Temptation of Christ,1988.0,Drama,70.0,7000000.0,8373585.0
The Last Survivors,2014.0,"Horror, Thriller, Action",63.0,113600000.0,368025654.4
The Last Summer,2019.0,"Romance, Comedy",60.0,82000000.0,322575336.8
The Last Starfighter,1984.0,"Adventure, Science Fiction, Action",65.0,15000000.0,28733290.0
The Last Stand,2013.0,"Action, Crime, Thriller",60.0,30000000.0,48330757.0
The Last Song,2010.0,"Drama, Family, Romance",72.0,20000000.0,92678948.0
The Last Shift,2020.0,"Comedy, Drama",55.0,80000000.0,475701740.6
The Last Sharknado: It's About Time,2018.0,"Science Fiction, Action, Adventure, Comedy, TV Movie",46.0,3000000.0,4321825.2
The Last Seduction,1994.0,"Thriller, Crime, Romance, Drama",68.0,2500000.0,257720413.2
The Last Samurai,2003.0,"Drama, Action, War, History",73.0,140000000.0,456758981.0
The Last Picture Show,1971.0,Drama,76.0,1300000.0,29133000.0
The Last Mimzy,2007.0,"Drama, Science Fiction, Adventure",63.0,7855689.0,27308918.0
The Last Manhunt,2023.0,Western,56.0,80300000.0,321306715.6
The Last Man,2019.0,"Science Fiction, Action, Drama, Thriller",57.0,125000000.0,502896889.8
The Last Letter from Your Lover,2021.0,"Drama, Romance",75.0,515001.4,1451974.0
The Last Legion,2007.0,"Action, Adventure, Fantasy, War",50.0,67000000.0,25303038.0
The Last King of Scotland,2006.0,Drama,74.0,6000000.0,48027970.0
The Last House on the Left,2004.0,"Horror, Thriller",60.0,15000000.0,46526243.0
The Last Godfather,2010.0,"Action, Comedy, Thriller",35.0,13400000.0,16700000.0
The Last Full Measure,2020.0,"War, Drama",75.0,20000000.0,3321111.0
The Last Flight of Noah's Ark,1980.0,"Adventure, Family",56.0,20502000.0,11000000.0
The Last Exorcism Part II,2013.0,"Horror, Thriller",44.0,5000000.0,15179302.0
The Last Exorcism,2010.0,"Horror, Drama, Thriller",56.0,1800000.0,67738090.0
The Last Emperor,1987.0,"Drama, History",74.0,25000000.0,43984230.0
The Last Duel,2021.0,"Action, Drama, History",75.0,100000000.0,30080003.0
The Last Dragonslayer,2016.0,"Adventure, Comedy, Fantasy",59.0,144000000.0,304519414.6
The Last Dragon,1985.0,"Action, Adventure, Comedy",64.0,10000000.0,25754284.0
The Last Days on Mars,2013.0,"Science Fiction, Thriller, Horror",54.0,10600000.0,261364.0
The Last Circus,2010.0,"Action, Drama, Thriller",66.0,7000000.0,3218666.0
The Last Castle,2001.0,"Action, Drama, Thriller",70.0,72000000.0,27642707.0
The Last Boy Scout,1991.0,"Action, Thriller",65.0,29000000.0,59509925.0
The Last Black Man in San Francisco,2019.0,drama film,83.0,3000000.0,4637830.0
The Last American Virgin,1983.0,Comedy,66.0,54000000.0,327139851.8
The Last Airbender,2010.0,"Action, Adventure, Family, Fantasy",47.0,150000000.0,318502923.0
The Larva Island Movie,2020.0,"Animation, Family",72.0,115500000.0,425732545.6
The Land Before Time: The Great Valley Adventure,1994.0,"Animation, Adventure, Family",63.0,131400000.0,262387752.0
The Land Before Time XII: The Great Day of the Flyers,2006.0,"Animation, Family, Adventure",63.0,72800000.0,507167399.6
The Land Before Time X: The Great Longneck Migration,2003.0,"Animation, Adventure, Family",63.0,131400000.0,262387752.0
The Land Before Time VIII: The Big Freeze,2001.0,"Animation, Adventure, Family",60.0,79000000.0,720517684.0
The Land Before Time VII: The Stone of Cold Fire,2000.0,"Adventure, Animation, Drama, Family",61.0,108800000.0,405071923.2
The Land Before Time IX: Journey to Big Water,2002.0,"Animation, Adventure, Family",63.0,131400000.0,262387752.0
The Land Before Time,1988.0,"Animation, Adventure, Family",70.0,12300000.0,84460846.0
The Lake House,2006.0,"Romance, Drama, Mystery",65.0,40000000.0,114830111.0
The Lair of the White Worm,1988.0,"Comedy, Horror",58.0,2500000.0,1189315.0
The Lair,2022.0,"Horror, Action",59.0,118200000.0,307351568.6
The Lady in the Van,2015.0,"Comedy, Drama",60.0,6000000.0,41387687.0
The Lady Vanishes,1938.0,"Mystery, Thriller, Comedy",75.0,132000000.0,563756432.6
The Ladies Man,2000.0,Comedy,57.0,24000000.0,13700000.0
The Knight Before Christmas,2019.0,"Comedy, Romance",65.0,131500000.0,146729703.6
The Kite Runner,2007.0,Drama,73.0,20000000.0,73276047.0
The Kitchen,2019.0,"Action, Crime, Drama",62.0,38000000.0,15779261.0
The Kissing Booth 3,2021.0,"Romance, Comedy",70.0,94100000.0,683545513.4
The Kissing Booth 2,2020.0,"Comedy, Romance",77.0,105800000.0,667037174.8
The Kissing Booth,2018.0,"Romance, Comedy",72.0,91200000.0,226316080.4
The Kings of Summer,2013.0,"Comedy, Drama",70.0,1500000.0,1400000.0
The Kingdom,2007.0,"Thriller, Action, Drama",65.0,72500000.0,86658558.0
The King's Speech,2010.0,"Drama, History",76.0,15000000.0,414211549.0
The King's Man,2022.0,"Action, Adventure, Thriller, War, Mystery",68.0,100000000.0,125928656.0
The King's Daughter,2022.0,"Fantasy, Adventure, Family",72.0,40500000.0,2182492.0
The King's Choice,2016.0,"War, Action, Drama",66.0,7500000.0,9100000.0
The King of Staten Island,2020.0,"Comedy, Drama",70.0,78700000.0,485621788.4
The King of Fighters,2010.0,"Action, Thriller, Science Fiction",52.0,12000000.0,2000371.0
The King of Comedy,1983.0,"Drama, Comedy",78.0,20000000.0,2536000.0
The King and I,1999.0,"Animation, Drama, Family",50.0,25000000.0,12000000.0
The King and I,1956.0,"Drama, Music, Romance",73.0,4550000.0,21300000.0
The King,2019.0,"Drama, History, War",72.0,69200000.0,369890597.2
The Killing of a Sacred Deer,2017.0,"Drama, Thriller, Mystery",70.0,42608000.0,7027336.0
The Killing Fields,1985.0,"Drama, History, War",75.0,16000000.0,34609720.0
The Killing Fields,1984.0,"War, Drama, History",75.0,16000000.0,34700291.0
The Killing,2013.0,"Crime, Drama, Thriller",77.0,320000.0,58394717.4
The Kill Team,2019.0,"War, Action, Drama",65.0,150400000.0,669721414.6
The Kids Are All Right,2010.0,"Comedy, Drama",65.0,4000000.0,34705850.0
The Kid Who Would Be King,2019.0,"Action, Adventure, Fantasy, Family",61.0,59000000.0,28296983.0
The Kid Stays in the Picture,2002.0,Documentary,73.0,40000.0,1434436.0
The Kid Detective,2021.0,"Comedy, Drama, Mystery",66.0,145400000.0,292764379.2
The Kid,2000.0,"Fantasy, Comedy, Family",60.0,65000000.0,69700000.0
The Kid,1921.0,"Comedy, Drama",80.0,250000.0,2500000.0
The Keep,1983.0,Horror,59.0,6000000.0,3661757.0
"The Karate Kid, Part II",1986.0,"Adventure, Drama, Action, Romance, Family",59.0,113.0,115103979.0
The Karate Kid Part III,1989.0,"Action, Family, Drama, Adventure",59.0,12500000.0,38956288.0
The Karate Kid Part II,1986.0,"Adventure, Drama, Action, Romance, Family",63.0,13000000.0,115103979.0
The Karate Kid,2010.0,"Action, Adventure, Drama, Family",62.0,40000000.0,357852395.0
The Karate Kid,1984.0,Drama,69.0,8000000.0,90815558.0
The Jurassic Games,2018.0,"Science Fiction, Action, Horror",47.0,28000000.0,1174698.8
The Jungle Book 2,2003.0,"Family, Animation, Adventure",56.0,20000000.0,135680000.0
The Jungle Book,1968.0,"Family, Animation, Adventure",73.0,175000000.0,953535821.0
The Jungle Book,1967.0,"Family, Animation, Adventure",71.0,4000000.0,205843612.0
The Judge,2014.0,Drama,72.0,50000000.0,83719388.0
The Joy Luck Club,1993.0,Drama,71.0,11000000.0,32861136.0
The Joneses,2009.0,"Comedy, Drama",61.0,10000000.0,7022728.0
The Jewel of the Nile,1985.0,"Action, Adventure, Comedy, Romance",60.0,25000000.0,96773200.0
The Jerk,1980.0,Comedy,69.0,4000000.0,100000000.0
The Janes,2022.0,Documentary,56.0,80300000.0,321306715.6
The Jacket,2005.0,"Drama, Mystery, Thriller, Fantasy",68.0,29000000.0,21126225.0
The Jackal,1997.0,"Action, Thriller, Adventure, Crime",61.0,60000000.0,159330280.0
The Jack in the Box: Awakening,2022.0,Horror,64.0,35442225.8,195189.0
The Jack in the Box,2021.0,Horror,60.0,1810000.0,1035734.0
The Italian Job,1969.0,"Action, Crime, Comedy, Thriller",70.0,60000000.0,176262839.0
The Isle,2000.0,"Drama, Thriller",69.0,50000.0,21075.0
The Island of Dr. Moreau,1996.0,"Fantasy, Horror, Science Fiction",46.0,40000000.0,49627779.0
The Island,2005.0,"Action, Thriller, Science Fiction, Adventure",65.0,126000000.0,162949164.0
The Irony of Fate. The Sequel,2007.0,"Comedy, Drama, Romance",47.0,5000000.0,55635037.0
The Iron Lady,2011.0,"History, Drama",62.0,13000000.0,114956699.0
The Iron Giant,2000.0,"Family, Animation, Science Fiction, Drama",79.0,50000000.0,31333917.0
The Iron Giant,1999.0,"Adventure, Animation, Family, Fantasy, Science Fiction",76.0,70000000.0,23159305.0
The Irishman,2019.0,"Crime, Drama, History",76.0,159000000.0,914706.0
The Ipcress File,1965.0,"Mystery, Thriller",68.0,118371600.0,402479703.6
The Invitation,2015.0,"Thriller, Horror",65.0,1000000.0,354836.0
The Invisible Maniac,1990.0,"Science Fiction, Comedy, Horror",41.0,101800000.0,836011985.4
The Invisible Man,2020.0,"Thriller, Science Fiction, Horror",71.0,7000000.0,139011965.0
The Invisible,2007.0,"Crime, Drama, Fantasy, Mystery, Thriller",60.0,30000000.0,26810113.0
The Invincible Iron Man,2007.0,"Action, Adventure, Animation, Fantasy, Science Fiction",61.0,105800000.0,362240728.2
The Invention of Lying,2009.0,"Comedy, Romance, Fantasy",60.0,18500000.0,31912793.0
The Invasion,2007.0,"Science Fiction, Thriller",57.0,80000000.0,15071514.0
The Intruder,2019.0,Thriller,61.0,8000000.0,40597401.0
The Intouchables,2011.0,"Drama, Comedy",82.0,13000000.0,426480871.0
The Interview,2014.0,"Action, Comedy",61.0,44000000.0,12342632.0
The Interpreter,2005.0,"Crime, Thriller",62.0,90000000.0,162944923.0
The Internship,2013.0,Comedy,61.0,58000000.0,44000000.0
The International,2009.0,"Drama, Thriller, Crime",60.0,50000000.0,60161391.0
The Intern - A Summer of Lust,2019.0,Drama,52.0,111940000.0,638332462.6
The Intern,2015.0,Comedy,71.0,40000000.0,194564672.0
The Insider,1999.0,"Drama, Thriller",73.0,90000000.0,60289912.0
The Innkeepers,2011.0,"Horror, Thriller",55.0,750000.0,1000000.0
The Inhabited Island,2008.0,"Action, Fantasy, Science Fiction, Thriller",54.0,36500000.0,21834845.0
The Informers,2008.0,Drama,44.0,18000000.0,382174.0
The Informer,2020.0,"Drama, Crime, Thriller",65.0,60000000.0,2366073.0
The Informer,1935.0,Drama,74.0,243000.0,1000000.0
The Informant!,2009.0,"Drama, Comedy, Crime",60.0,22000000.0,35424826.0
The Infiltrator,2016.0,"Crime, Drama, Thriller",66.0,47500000.0,15436808.0
The Infernal Machine,2022.0,"Thriller, Mystery",66.0,88200000.0,367763875.4
The Indian in the Cupboard,1995.0,"Adventure, Family, Fantasy",64.0,45000000.0,35627222.0
The Indian Runner,1991.0,Drama,62.0,7000000.0,191125.0
The Independent,2022.0,"Thriller, Drama",73.0,80000000.0,522029092.4
The Incredibles,2004.0,"Action, Adventure, Animation, Family",74.0,92000000.0,631442092.0
The Incredible Hulk Returns,1988.0,"Action, Drama, Adventure, TV Movie",61.0,154800000.0,347940786.4
The Incredible Hulk,2008.0,"Science Fiction, Action, Adventure",61.0,150000000.0,163712074.0
The Incredible Burt Wonderstone,2013.0,Comedy,53.0,32000000.0,27437881.0
The In-Laws,1979.0,"Action, Adventure, Comedy",67.0,9000000.0,38200000.0
The In Crowd,2000.0,Thriller,47.0,15000000.0,5217498.0
The In Between,2022.0,"Romance, Science Fiction, Drama",73.0,142200000.0,782138971.8
The Impossible,2013.0,"Adventure, Drama, Thriller",74.0,40000000.0,169590606.0
The Impossible,2012.0,"Thriller, Drama",70.0,42000000.0,180274123.0
The Immortals,1995.0,"Action, Crime, Drama, Thriller",54.0,50.0,1000000.0
The Immigrant,2013.0,"Drama, Romance",62.0,16000000.0,5867686.0
The Immaculate Room,2022.0,"Mystery, Thriller, Drama, Science Fiction",56.0,109200000.0,260090578.4
The Imitation Game,2014.0,"History, Drama, Thriller, War",80.0,15000000.0,233555708.0
The Imaginarium of Doctor Parnassus,2009.0,"Adventure, Fantasy, Mystery",63.0,30000000.0,64352607.0
The Illusionist,2010.0,"Animation, Drama",72.0,18000000.0,5602431.0
The Illusionist,2007.0,"Fantasy, Drama, Thriller, Romance",73.0,16500000.0,83792062.0
The Illusionist,2006.0,"Fantasy, Drama, Thriller, Romance",71.0,40000000.0,86915017.0
The Idiots,1998.0,"Drama, Comedy",67.0,2500000.0,7235.0
The Ides of March,2011.0,Drama,65.0,23000000.0,75993061.0
The Iceman,2013.0,"Thriller, Crime, Drama",65.0,10000000.0,3623609.0
The Iceman,2012.0,"Thriller, Crime, Drama",64.0,20000000.0,1969193.0
The Ice Storm,1997.0,Drama,69.0,18000000.0,8038061.0
The Ice Road,2021.0,"Action, Thriller",70.0,41696872.0,7502846.0
The Ice Age Adventures of Buck Wild,2022.0,"Animation, Comedy, Adventure, Family",67.0,143000000.0,508164908.0
The Hustler,1961.0,Drama,76.0,2000000.0,7600000.0
The Hustle,2019.0,"Comedy, Crime",62.0,21000000.0,97389568.0
The Hurt Locker,2008.0,"Drama, Thriller, War",72.0,15000000.0,42000000.0
The Hurricane Heist,2018.0,"Action, Crime, Thriller",57.0,40000000.0,33222314.0
The Hurricane,1999.0,Drama,72.0,50000000.0,73956241.0
The Huntsman: Winter's War,2016.0,"Action, Adventure, Drama",60.0,115000000.0,164602163.0
The Hunting,2022.0,Horror,48.0,147180000.0,222629230.6
The Hunted,2003.0,"Drama, Action, Thriller, Crime",60.0,55000000.0,34234008.0
The Hunt for Red October,1990.0,"Action, Adventure, Thriller",72.0,30000000.0,199200000.0
The Hunt,2020.0,"Action, Thriller, Horror",67.0,18200000.0,12400979.0
The Hunt,2012.0,Drama,79.0,3800000.0,16800000.0
The Hunger Games: Mockingjay – Part 2,2015.0,"science fiction film, war film, action film, drama film, dystopian film, film based on a novel",65.0,160000000.0,653428261.0
The Hunger Games: Mockingjay – Part 1,2014.0,"film based on a novel, science fiction film, war film, action film, drama film",63.0,125000000.0,755356711.0
The Hunger Games: Mockingjay - Part 2,2015.0,"Action, Adventure, Science Fiction",66.0,160000000.0,653428261.0
The Hunger Games: Mockingjay - Part 1,2014.0,"Science Fiction, Adventure, Thriller",66.0,125000000.0,752100229.0
The Hunger Games: Catching Fire,2013.0,"Adventure, Action, Science Fiction",74.0,130000000.0,847423452.0
The Hunger Games,2012.0,"Science Fiction, Adventure, Fantasy",69.0,80000000.0,691210692.0
The Hunger,1983.0,"Horror, Drama",66.0,39677129.0,5979292.0
The Hundred-Foot Journey,2014.0,Drama,73.0,22000000.0,88880821.0
The Hunchback of Notre Dame II,2002.0,"Animation, Family, Comedy",54.0,129000000.0,386147462.8
The Hunchback of Notre Dame,1939.0,"Drama, Romance, Horror",73.0,100000000.0,325500000.0
The Humanity Bureau,2017.0,"Action, Science Fiction, Adventure",48.0,6000000.0,17544173.0
The Human Stain,2003.0,"Drama, Romance",60.0,30000000.0,24900000.0
The Human Centipede 3 (Final Sequence),2015.0,Horror,37.0,1470000.0,16184.0
The Human Centipede 2 (Full Sequence),2011.0,"Drama, Horror, Crime",48.0,148800000.0,904907413.0
The Human Centipede (First Sequence),2010.0,Horror,52.0,2011799.0,252207.0
The Hudsucker Proxy,1994.0,"Comedy, Drama",71.0,40000000.0,14938149.0
The Howling,1981.0,"Drama, Horror",64.0,1000000.0,17985893.0
The House with a Clock in Its Walls,2018.0,"Fantasy, Family, Comedy",62.0,42000000.0,131523093.0
The House on Sorority Row,1983.0,"Horror, Mystery, Thriller",60.0,425000.0,10604986.0
The House of the Spirits,1994.0,"Romance, Drama",69.0,25000000.0,6265311.0
The House of the Lord,2023.0,"Comedy, Horror, Western, Fantasy",0.0,3500.0,1240261.6
The House of Yes,1997.0,"Comedy, Drama",66.0,1500000.0,1000000.0
