,genres,ROI
120,drama,-39.649708333333336
121,drama,539.5766309090908
122,drama,580.0000000000001
123,drama,97.61338333333333
124,drama,12844.070625
125,drama,446.46040640000007
126,drama,586.3999999999999
127,drama,-19.433145454545453
128,drama,131.11111111111114
129,drama,185.06337209302325
130,drama,823.0769230769233
131,drama,42.857142857142875
132,drama,279.71912000000003
133,drama,-42.40542857142856
134,drama,47.89048823529412
135,drama,334.734109090909
136,drama,-72.46047102233388
137,drama,-45.24036734693879
138,drama,288.02477632484516
139,drama,112.74076128693054
140,drama,533.6577964850615
141,drama,204.8267593698176
142,drama,61.53593000000005
143,drama,130.1632428571429
144,drama,-72.21494094893582
145,drama,-88.98757083333334
146,drama,674.5797400000001
147,drama,931.6629487632509
148,drama,1951.5221960000001
149,drama,328.57142857142856
150,drama,422.78446333333335
151,drama,-50.0
152,drama,935.6016749999999
153,drama,-79.28037111111111
154,drama,166.86548181818188
155,drama,4.105285143103585
156,drama,207.99641818181823
157,drama,361.77099375
158,drama,-82.14285714285712
159,drama,-84.69673333333334
160,drama,766.4039952380954
161,drama,-28.933553846153842
162,drama,-81.41157
163,drama,241.35892190476193
164,drama,47.12426666666667
165,drama,-98.40323015545466
166,drama,108.186315
167,drama,-69.59607777777778
168,drama,52.546590624999986
169,drama,165.509992
170,drama,-35.76968
171,drama,-27.332326666666685
172,drama,-49.82170932754881
173,drama,460.28532941176434
174,drama,461.0825385496183
175,drama,242.25426000000004
176,drama,355.2613764705882
177,drama,128.71794871794873
178,drama,3610.7753409090924
179,drama,-89.94484
180,drama,697.1428571428571
181,drama,-11.97047826086955
182,drama,4.173928571428568
183,drama,947.0569040540541
184,drama,661.8712799999998
185,drama,2376.8471590909103
186,drama,-28.000000000000007
187,drama,206.38436000000002
188,drama,-71.41959999999999
189,drama,-27.930737142857144
190,drama,-98.7733421997606
191,drama,-87.1102815544856
192,drama,222.98647805178794
193,drama,68.44995999999998
194,drama,5198.013245033113
195,drama,399.3335000000001
196,drama,-66.66230263157894
197,drama,14.256119354838692
198,drama,323.9454764705882
199,drama,822.181642857143
200,drama,-28.270699999999994
201,drama,314.51356451612895
202,drama,13.82809615904864
203,drama,375.83663346379655
204,drama,1123.2370999999996
205,drama,115.36222916666672
206,drama,523.4178157894736
207,drama,862.5895714285713
208,drama,8.571428571428571
209,drama,98.2258619047619
210,drama,48.60002000000002
211,drama,-68.05555555555554
212,drama,-35.488232499999995
213,drama,34.11559333333331
214,drama,101.1706375
215,drama,292.85438508278895
216,drama,30.829727582292847
217,drama,172.93292
218,drama,1421.7391304347825
219,drama,482.6232
220,drama,72.73593
221,drama,622.5454866666665
222,drama,-43.30753692307693
223,drama,-35.38111315789473
224,drama,-98.05757
225,drama,-65.48732222222222
226,drama,637.8174884664131
227,drama,354.148090909091
228,drama,90.87407294117646
229,drama,419.48911111111113
230,drama,120.41243199999995
231,drama,167.85714285714292
232,drama,-33.04412999999998
233,drama,673.73295
234,drama,952.7376854341737
235,drama,-29.999999999999975
236,drama,-44.965207407407405
237,drama,244.14134516129025
238,drama,136.6957
239,drama,-45.02778
240,drama,-92.45274680851064
241,drama,7274.880880000002
242,drama,269.1517
243,drama,75.32369600000007
244,drama,-56.84300555555555
245,drama,10.991125999999998
246,drama,30.013235555555575
247,drama,-23.648899999999983
248,drama,-23.29999999999997
249,drama,73.8118813333333
250,drama,-92.85714285714285
251,drama,16.927469999999992
252,drama,26.81502999999997
253,drama,90.22251702610671
254,drama,7.508305647840535
255,drama,-6.184967357757433
256,drama,1022.7371499999998
257,drama,-80.55219444444445
258,drama,132.09891489361706
259,drama,130.69333333333333
260,drama,227.58620689655174
261,drama,117.86737999999998
262,drama,748.5955999999998
263,drama,-63.71136428571429
264,drama,203.06161137123743
265,drama,309.16128125
266,drama,-68.968056
267,drama,-90.90909090909092
268,drama,-43.610041666666675
269,drama,333.9290133333333
270,drama,274.0572741935485
271,drama,95.72212909090915
272,drama,-3.34775454545453
273,drama,1939.664733333333
274,drama,392.42852581755596
275,drama,5.59662090813094
276,drama,-22.06806701030928
277,drama,101.79800000000003
278,drama,236.97647
279,drama,-88.14748888888889
280,drama,759.4594594594594
281,drama,-99.39755500000001
282,drama,239.99999999999991
283,drama,323.67121925373124
284,drama,-32.566128571428564
285,drama,-92.37429333333334
286,drama,95.674925
287,drama,234.85096111111113
288,drama,171.46386416666667
289,drama,40.613609999999994
290,drama,314.08405642577435
291,drama,111.44318888888893
292,drama,149.29199666666665
293,drama,212.30455428571432
294,drama,174.19077750000005
295,drama,20.233027500000006
296,drama,268.33333333333326
297,drama,-77.96720749999999
298,drama,614.5621666666667
299,drama,77.11854797972288
300,drama,-34.66666666666664
301,drama,-66.96912571428571
302,drama,171.32626249999998
303,drama,900.0000000000002
304,drama,346.6718260431654
305,drama,-11.397546666666694
306,drama,226.71249999999995
307,drama,1567.142857142857
308,drama,243.06450571428581
309,drama,79.01324062500001
310,drama,120.92698142857144
311,drama,271.2307958246347
312,drama,156.92307692307696
313,drama,136.57071999999994
314,drama,17.58508
315,drama,-68.66730853391684
316,drama,-92.98302104828726
317,drama,-32.3654625
318,drama,-75.0
319,drama,164.37125000000003
320,drama,249.60881400000002
321,drama,79.52059714285714
322,drama,31.32747380952381
323,drama,-57.50988
324,drama,50.942368333333285
325,drama,121.40576428571433
326,drama,42.249666666666656
327,drama,-50.0
328,drama,-80.0
329,drama,-29.722355102040808
330,drama,105.0
331,drama,124.43044444444442
332,drama,-1.7441214285714182
333,drama,399.9999999999999
334,drama,-76.44515333333334
335,drama,684.2337197260274
336,drama,11.62719499999997
337,drama,-76.59598461538462
338,drama,33.3505625
339,drama,405.4787759013283
340,drama,-54.01709651147007
341,drama,285.99999999999994
342,drama,138.69049500000003
343,drama,364.97050360065464
344,drama,376.753336
345,drama,38.12289750000001
346,drama,212.70592666666664
347,drama,265.71428571428567
348,drama,142.396296875
349,drama,285.34409666666653
350,drama,214.908553271028
351,drama,-96.8125893921335
352,drama,299.99999999999994
353,drama,67.82363333333336
354,drama,-83.53211963882619
355,drama,70.4955033333333
356,drama,181.4814814814815
357,drama,1.7867099999999803
358,drama,-49.11354062500001
359,drama,-49.11354062500001
360,drama,-25.337748148148137
361,drama,402.8543863636364
362,drama,-10.904637999999997
363,drama,71.25706785714287
364,drama,32.31326857142856
365,drama,154.5749605298013
366,drama,527.9079801612902
367,drama,183.03108749999996
368,drama,-88.27620333333333
369,drama,1263.71461
370,drama,-63.1965664556962
371,drama,652.4439059119499
372,drama,66.67558857142856
373,drama,386.6005090112641
374,drama,-68.72667614822143
375,drama,-91.699664
376,drama,13.365876000000007
377,drama,904.0553538461539
378,drama,600.5926941176469
379,drama,186.65436500000004
380,drama,256.13228301886795
381,drama,813.8338000000001
382,drama,-84.68744761904762
383,drama,109.51047142857142
384,drama,-77.61681875
385,drama,-41.08058333333332
386,drama,1598.2921499999993
387,drama,-97.68543988490669
388,drama,106.73991428571425
389,drama,-98.05398359759432
390,drama,644.9629980337079
391,drama,-28.888888888888893
392,drama,56.21224399999999
393,drama,64.26821111111111
394,drama,2802.1150363636366
395,drama,1635.9627999999998
396,drama,269.86196379999996
397,drama,639.8753999999997
398,drama,110.72960000000005
399,drama,174.18443999999997
400,drama,38.351300000000045
401,drama,-26.456622641509437
402,drama,39.48959708767642
403,drama,-50.68871666666668
404,drama,796.4755141555484
405,drama,3390.4181219512197
406,drama,-47.13307
407,drama,462.30078750000007
408,drama,165.65761128284387
409,drama,176.53241634980992
410,drama,527.3298037931033
411,drama,133.38120000000004
412,drama,-55.57804615384614
413,drama,113.89492558139538
414,drama,1582.01573
415,drama,-61.48403421052633
416,drama,34.55233875000002
417,drama,597.814175587053
418,drama,759.7826600000001
419,drama,85.64631268523921
420,drama,159.5881972972973
421,drama,222.903076
422,drama,-20.370370370370374
423,drama,294.7781503703704
424,drama,-20.05324000000001
425,drama,-96.96515
426,drama,-35.98356999999999
427,drama,54.91940666666664
428,drama,-47.24773333333332
429,drama,415.25750531732433
430,drama,-36.111111111111114
431,drama,247.58423076923071
432,drama,4.073648302388508
433,drama,14.791922500000021
434,drama,23.94012777777778
435,drama,-7.752919999999996
436,drama,11.111111111111134
437,drama,722.5608533333333
438,drama,458.3223545454546
439,drama,352.75968333333327
440,drama,152.43464999999995
441,drama,693.4375775000001
442,drama,247.7516615384615
443,drama,-74.58461199999999
444,drama,-13.639671874999996
445,drama,-94.65448717948719
446,drama,200.91535998750584
447,drama,-55.204872
448,drama,162.55991788079473
449,drama,58.73900000000002
450,drama,-79.23518600000001
451,drama,762.8788954545454
452,drama,66.66666666666666
453,drama,200.5
454,drama,5.49537614678899
455,drama,-70.04189000000001
456,drama,16.82692799999999
457,drama,-46.666666666666664
458,drama,155.1102714285715
459,drama,-81.26185306122449
460,drama,215.4016
461,drama,153.07974374999995
462,drama,243.62291818181814
463,drama,116.33874000000004
464,drama,296.47337702127663
465,drama,-97.24844444444444
466,drama,-74.7623875
467,drama,620.0
468,drama,155.14732142857144
469,drama,17.80006199999999
470,drama,-28.57142857142858
471,drama,-24.645173333333325
472,drama,47.91248200000003
473,drama,43.13231565217391
474,drama,-37.75634909090908
475,drama,342.1052631578947
476,drama,308.39266312500007
477,drama,504.2853687999999
478,drama,-84.93012939519893
479,drama,304.0037318181818
480,drama,225.50000000000009
481,drama,-17.0
482,drama,508.1367022849464
483,drama,-62.65462749999999
484,drama,1698.5893000000005
485,drama,-74.93875600000001
486,drama,-33.33333333333332
487,drama,669.2307692307689
488,drama,-48.35595999999999
489,drama,-43.19616326530612
490,drama,-22.0189375
491,drama,66.39132
492,drama,704.4512999999998
493,drama,179.99999999999991
494,drama,280.0
495,drama,-55.34410555555556
496,drama,-90.154035
497,drama,20.322782000000025
498,drama,470.245187243166
499,drama,-33.0112088888889
500,drama,-97.87681111111112
501,drama,-96.056545
502,drama,311.52263374485597
503,drama,61.021936363636364
504,drama,-67.50145684210526
505,drama,-97.26964285714286
506,drama,552.5363655
507,drama,-57.14285714285713
508,drama,124.76794987080102
509,drama,323.976515
510,drama,329.22410238095244
511,drama,-63.32696249999999
512,drama,138.17818534798536
513,drama,1457.0380533333332
514,drama,-68.87538333333333
515,drama,407.83067878787875
516,drama,117.28754250000006
517,drama,230.40461304347826
518,drama,-63.76390999999999
519,drama,450.0274063291139
520,drama,211.472605
521,drama,-78.48216875
522,drama,-73.23723684210526
523,drama,700.6708285714286
524,drama,84.75811526315792
525,drama,279.0457142857143
526,drama,193.61177499999997
527,drama,101.50762666666668
528,drama,-32.49125000000001
529,drama,98.87499999999999
530,drama,1560.0190673575128
531,drama,463.2268322580644
532,drama,3398.1768333333334
533,drama,-38.275292
534,drama,1115.3674999999998
535,drama,80.42895442359257
536,drama,161.50869411764702
537,drama,-29.519335294117642
538,drama,25.472838749999987
539,drama,578.4983090909092
540,drama,-93.33333333333333
541,drama,-65.9671
542,drama,110.70154999999993
543,drama,-81.5159125
544,drama,-76.425225
545,drama,-61.50586363636364
546,drama,3180.622084615385
547,drama,799.9999999999998
548,drama,-22.63333499999999
549,drama,-52.91015600000001
550,drama,235.0488
551,drama,381.3593697959183
552,drama,397.08849599999996
553,drama,566.4530764583333
554,drama,413.41666000000004
555,drama,144.8602548387097
556,drama,151.22599516129029
557,drama,52.46810869565217
558,drama,-76.87225655976675
559,drama,412.83669761904764
560,drama,-91.28098461538461
561,drama,381.6666666666666
562,drama,-65.88927
563,drama,493.9082000000001
564,drama,-30.871104845287867
565,drama,-21.411811428571426
566,drama,589.376784734549
567,drama,209.113324
568,drama,374.33333333333314
569,drama,33.48327333333333
570,drama,57.1428571428571
571,drama,305.54371771508676
572,drama,72.97244
573,drama,-10.632956666666663
574,drama,-37.33216600000001
575,drama,401.0
576,drama,-70.70480270531881
577,drama,247.91540000000003
578,drama,3399.999999999999
579,drama,-0.8825933333333322
580,drama,387.08288208955213
581,drama,335.9308925742575
582,drama,893.9997175283734
583,drama,113.53224500000003
584,drama,-68.06898
585,drama,356.55767499999996
586,drama,65.26154545454543
587,drama,29.78056500000004
588,drama,-22.088804
589,drama,-30.383194000000003
590,drama,21900.0
591,drama,100.0
592,drama,-50.675716249999994
593,drama,-89.99999999999999
594,drama,-94.27692307692308
595,drama,88.76463999999999
596,drama,85.33317941176469
597,drama,1383.0370689655172
598,drama,132.09825365853658
599,drama,-66.4560625
600,drama,483.4832314814815
601,drama,3.7210739130434787
602,drama,10.828039999999985
603,drama,62.76619714285718
604,drama,490.2692285714286
605,drama,57.88522264705884
606,drama,29396.388400000007
607,drama,310.0
608,drama,12710.89942666667
609,drama,-48.17005833333333
610,drama,343.52078726415095
611,drama,491.9436461126005
612,drama,64.0647
613,drama,323.5151000000001
614,drama,297.42855199999997
615,drama,-1.5520147368421078
616,drama,780.0000000000001
617,drama,395.967036302521
618,drama,-71.41887
619,drama,-54.31004166666666
620,drama,2400.0
621,drama,661.7854999999998
622,drama,717.7342761523046
623,drama,55.30864197530864
624,drama,614.784852173913
625,drama,19.622642857142832
626,drama,-87.32
627,drama,-51.99999999999999
628,drama,368.1318681318682
629,drama,434.52398439306353
630,drama,-83.50700337964702
631,drama,116.87681874999996
632,drama,116.31075
633,drama,18148.3491875
634,drama,345.29349375000004
635,drama,767.6462499999998
636,drama,517.054368996188
637,drama,101.35101733149932
638,drama,211.650304
639,drama,785.415223076923
640,drama,794.6309875000001
641,drama,1035.194475
642,drama,67.438776
643,drama,198.73760000000001
644,drama,-29.772719999999993
645,drama,-27.15094827586207
646,drama,1012.7007400000002
647,drama,784.2823000000001
648,drama,899.9999999999997
649,drama,-99.42471320754717
650,drama,21.333333333333286
651,drama,19.529045517241396
652,drama,363.39473999999996
653,drama,494.62717575000016
654,drama,10208.816528000003
655,drama,226.25641500000003
656,drama,2141.0
657,drama,247.63237190270644
658,drama,302.31751183999995
659,drama,181.93593260134824
660,drama,700.4661666666667
661,drama,-83.39444499999999
662,drama,2661.410326666666
663,drama,3663.227222222222
664,drama,-69.919997
665,drama,-54.01905714285713
666,drama,-61.6073513888889
667,drama,54.59433333333333
668,drama,272.30875294117646
669,drama,187.07527750000003
670,drama,589.7947833333334
671,drama,266.380235
672,drama,-58.47562894736843
673,drama,-6.666666666666697
674,drama,75.93692
675,drama,170.8559046587215
676,drama,289.632756734694
677,drama,183.82352941176467
678,drama,85.36816666666672
679,drama,-33.00713230769232
680,drama,-57.05016666666667
681,drama,271.3768
682,drama,-87.792
683,drama,200.41113157894733
684,drama,-7.771539999999996
685,drama,512.4999999999999
686,drama,143.36050197368422
687,drama,108.33333333333334
688,drama,2159.6705666666667
689,drama,150.06492966666667
690,drama,153.69268428571428
691,drama,72.46904600000002
692,drama,-5.633043478260891
693,drama,0.0
694,drama,456.2924499999999
695,drama,92.49717285714289
696,drama,165.74606060606055
697,drama,165.74587272727274
698,drama,-14.542173214285716
699,drama,140.163682
700,drama,-96.404075
701,drama,-32.08183333333333
702,drama,-13.7294
703,drama,-81.18006
704,drama,480.14716249999987
705,drama,-33.985899999999994
706,drama,-8.79304545454546
707,drama,99.25000000000004
708,drama,48.86657200000002
709,drama,55.46435100000006
710,drama,-75.28362222222222
711,drama,-28.663636363636343
712,drama,39.877145
713,drama,-82.75862068965517
714,drama,199.56634693877552
715,drama,417.4999999999999
716,drama,255.59845559845567
717,drama,627.6137
718,drama,1172.311312
719,drama,178.38985710659898
720,drama,529.3492500000002
721,drama,24.716528571428594
722,drama,426.31578947368416
723,drama,97.5280607142857
724,drama,96.16745000000002
725,drama,-15.899949411764707
726,drama,547.2672241379312
727,drama,542.8927000000001
728,drama,-88.23529411764706
729,drama,900.0
730,drama,126.59130444444446
731,drama,122.52888888888887
732,drama,366.66666666666674
733,drama,344.098
734,drama,-47.225922
735,drama,-86.48920833333334
736,drama,554.6800000000001
737,drama,-7.190257142857131
738,drama,1239.9749826666666
739,drama,-96.56935757575758
740,drama,-9.777621621621625
741,drama,720.0
742,drama,48.06676666666668
743,drama,138.275568
744,drama,-38.00685999999999
745,drama,-59.546984962406015
746,drama,-75.84154117647059
747,drama,163.26790526315796
748,drama,9708.169189999999
749,drama,864.5840949852505
750,drama,428.39025333333336
751,drama,323.8116444444445
752,drama,206.58387
753,drama,190.5547728571429
754,drama,-29.896299999999986
755,drama,-0.2412200008176869
756,drama,266.66666666666663
757,drama,409.0759749999999
758,drama,328.3767533333333
759,drama,-93.33333333333334
760,drama,17.55563346613548
761,drama,343.03797468354423
762,drama,563.4363517081224
763,drama,33.44444444444444
764,drama,-66.66666666666666
765,drama,5458.946615384616
766,drama,291.6618280148424
767,drama,414.28571428571433
768,drama,300.0
769,drama,-14.431754999999999
770,drama,502.55407499999995
771,drama,-98.01178140366562
772,drama,-41.91454999999999
773,drama,-90.76518823529412
774,drama,319.7902857142857
775,drama,0.0
776,drama,277.90372750000006
777,drama,-70.8064913123174
778,drama,3.614950000000003
779,drama,100.8530866666667
780,drama,172.7272727272727
781,drama,535.1482249999999
782,drama,179.3169635607321
783,drama,-76.75860000000002
784,drama,412.08559353233846
785,drama,153.3333333333334
786,drama,102.53164556962024
787,drama,-22.052224999999993
788,drama,572.3338399999999
789,drama,99.07453226495727
790,drama,575.1338821192054
791,drama,-60.23492063492063
792,drama,-65.980825
793,drama,165.9325
794,drama,150.68599076923073
795,drama,268.47726785714286
796,drama,-66.47654838709678
797,drama,10.723823076923065
798,drama,-55.15556363636364
799,drama,-38.534136
800,drama,1454.12298
801,drama,925.6140000000003
802,drama,-73.11931701774822
803,drama,-60.9375
804,drama,91.15855833333332
805,drama,244.05110769230777
806,drama,-36.2549
807,drama,144.1463714285714
808,drama,18.456553333333336
809,drama,360.86291552587636
810,drama,1961.8055833333333
811,drama,48.38999666666666
812,drama,2571.792468178402
813,drama,128.5714285714286
814,drama,-0.25186588235294394
815,drama,156.4046380952381
816,drama,-66.66666666666666
817,drama,152.99183999999997
818,drama,743.4554312377212
819,drama,-85.71428571428571
820,drama,75.21908333333336
821,drama,-85.02994011976048
822,drama,557.8499202318051
823,drama,2460.0
824,drama,-5.785020000000009
825,drama,187.82986287425157
826,drama,293.44305333333324
827,drama,88.82934599092283
828,drama,-87.50000000000001
829,drama,460.17975454545467
830,drama,126.80053333333335
831,drama,-37.48985294117648
832,drama,91.93138563218392
833,drama,267.89814000000007
834,drama,349.8225199999999
835,drama,-18.0
836,drama,-72.89473684210526
837,drama,19.885665988562334
838,drama,811.9641899999999
839,drama,36.911157999999936
840,drama,-87.16554545454545
841,drama,42.85714285714287
842,drama,-56.66247666666666
843,drama,148.52257142857144
844,drama,-55.95669166666667
845,drama,296.72727272727275
846,drama,10.88689999999998
847,drama,970.9236235294118
848,drama,-24.12515000000001
849,drama,-83.33333333333333
850,drama,1382.1621080000004
851,drama,125.14116000000001
852,drama,468.9148
853,drama,-97.45659350606371
854,drama,-13.506723333333337
855,drama,-74.20195884812469
856,drama,250.01027333333337
857,drama,224.62375984455954
858,drama,224.22532631578943
859,drama,321.53599391891896
860,drama,199.99999999999994
861,drama,472.558275
862,drama,-96.89030799999999
863,drama,-8.611683333333332
864,drama,-48.66628166666668
865,drama,591.57515
866,drama,-90.86124137931034
867,drama,-96.74905714285713
868,drama,384.077487
869,drama,136.0638437037037
870,drama,-32.497160869565235
871,drama,236.44595932432435
872,drama,-80.96700344827586
873,drama,-1.6322147194952883
874,drama,-80.76923076923077
875,drama,63.62818000000002
876,drama,383.722414987715
877,drama,272.9522553808947
878,drama,110.0857428571428
879,drama,58.006928571428595
880,drama,28.000000000000014
881,drama,326.6666666666667
882,drama,151.45067230769217
883,drama,149.16387959866225
884,drama,-4.91042800000002
885,drama,292.000694
886,drama,461.9778779788839
887,drama,137.98166666666668
888,drama,175.77130120481925
889,drama,202.25694355495253
890,drama,644.962998033708
891,drama,-99.3179375
892,drama,593.3458999999999
893,drama,-37.586124999999996
894,drama,112.5044555555556
895,drama,363.97304
896,drama,-32.17250333333334
897,drama,-36.680830434782614
898,drama,153.33333333333331
899,drama,119.7661882902074
900,drama,-31.02211999999999
901,drama,462.2509749999999
902,drama,-19.833812006803665
903,drama,49.842066666666675
904,drama,276.1288386175379
905,drama,88.749498
906,drama,651.3572705882351
907,drama,2550.1323
908,drama,225.6953666666667
909,drama,-90.93287058823529
910,drama,-71.22791212121213
911,drama,-21.68603142857142
912,drama,-64.91675135135134
913,drama,-93.33333333333334
914,drama,-78.03905
915,drama,-88.58645
916,drama,-70.0
917,drama,186.63094393939392
918,drama,127.8981133333333
919,drama,74.80554857142859
920,drama,66.66666666666669
921,drama,-24.034847999999993
922,drama,88.61601952595943
923,drama,-84.61538461538461
924,drama,-84.61538461538461
925,drama,-86.66666666666667
926,drama,120.52435
927,drama,317.66066666666654
928,drama,334.2504542857143
929,drama,212.54716249999996
930,drama,34.47867298578199
931,drama,645.0665833333333
932,drama,-51.66708333333334
933,drama,553.7152333333332
934,drama,-59.3091
935,drama,159.56356923076928
936,drama,490.697386622807
937,drama,-19.75900666666669
938,drama,158.96721666666664
939,drama,234.52539451327442
940,drama,88.70493269230765
941,drama,6.888189536601826
942,drama,724.8445866666667
943,drama,192.55634000000003
944,drama,577.1897043681964
945,drama,316.28685405405406
946,drama,808.8888888888889
947,drama,-95.63343
948,drama,221.9956625000001
949,drama,-50.940705882352944
950,drama,50.16612600000002
951,drama,33.37362857142857
952,drama,162.26635263157897
953,drama,564.398819736842
954,drama,-34.728300000000004
955,drama,39.87024444444446
956,drama,244.602031056701
957,drama,532.8439185185184
958,drama,-34.187625
959,drama,328.8862209302326
960,drama,13.342105263157892
961,drama,73.48961666666662
962,drama,258.1010972270613
963,drama,237.3578124999999
964,drama,322.77777777777766
965,drama,289.0261333333333
966,drama,235.51584000000005
967,drama,205.0818160000001
968,drama,870.873786407767
969,drama,781.1542944109702
970,drama,-61.79183333333332
971,drama,17.241379310344836
972,drama,-54.82769561403135
973,drama,-47.36842105263159
974,drama,46.77973999999999
975,drama,1319.654924
976,drama,927.1931573529413
977,drama,590.8333333333334
978,drama,340.1970016666667
979,drama,-81.52905
980,drama,-99.66721999999999
981,drama,56.212074285714294
982,drama,11.111111111111118
983,drama,149.92997198879553
984,drama,230.82416133333328
985,drama,-62.82376402109616
986,drama,-98.82372380952381
987,drama,563.88665
988,drama,-69.72769454545454
989,drama,184.23420114285722
990,drama,-20.301811666666662
991,drama,192.75488861788608
992,drama,-66.19596333333332
993,drama,400.00000000000017
994,drama,-9.677419354838726
995,drama,378.3488284782608
996,drama,58.548538461538456
997,drama,-99.7601476191773
998,drama,-73.29869722222222
999,drama,864.5840949852505
1000,drama,-76.94377
1001,drama,260.0
1002,drama,3.039258000000011
1003,drama,1235.0369
1004,drama,21.307845000000004
1005,drama,6.958322727272742
1006,drama,312.277
1007,drama,133.0582955555556
1008,drama,-45.09559333333333
1009,drama,-98.73684210526316
1010,drama,-96.99960000000002
1011,drama,-73.52547916666667
1012,drama,105.91357258064514
1013,drama,289.6454169059584
1014,drama,-12.781402857142854
1015,drama,-18.978199999999998
1016,drama,-81.61284359030256
1017,drama,-73.76515
1018,drama,105.71929999999996
1019,drama,-1.9878142857142886
1020,drama,-16.547583892617464
1021,drama,845.76866475879
1022,drama,332.3244270833334
1023,drama,1192.0215090000004
1024,drama,-49.60999999999999
1025,drama,-74.47670000000001
1026,drama,-58.39148999999999
1027,drama,194.50919000000007
1028,drama,961.1260135135136
1029,drama,150.00000000000006
1030,drama,310.6333333333333
1031,drama,-72.828928
1032,drama,27.72049333333334
1033,drama,229.33236666666664
1034,drama,437.4690478260872
1035,drama,-94.60288181818181
1036,drama,-80.0
1037,drama,171.10554885404113
1038,drama,-59.38035357142856
1039,drama,931.662948763251
1040,drama,1242.9862583333336
1041,drama,-30.515579999999996
1042,drama,-36.2549
1043,drama,-16.25614736842105
1044,drama,-52.83608399999999
1045,drama,108.56727272727274
1046,drama,14251.19251428571
1047,drama,243.5522689075631
1048,drama,129.032
1049,drama,-80.0
1050,drama,402.9466847272728
1051,drama,-56.79156749999999
1052,drama,130.05214999999995
1053,drama,-93.75285357142857
1054,drama,-97.41663609837433
1055,drama,-87.5
1056,drama,-86.55323809523809
1057,drama,-82.19286249999999
1058,drama,15.16559999999999
1059,drama,208.83484399999998
1060,drama,-84.6430955017508
1061,drama,183.50624999999988
1062,drama,-29.364693750000015
1063,drama,66.66666666666664
1064,drama,-99.09591967016891
1065,drama,645.4106049792531
1066,drama,15.94385324700805
1067,drama,644.962998033708
1068,drama,49.99999999999998
1069,drama,771.3938129411764
1070,drama,849.819305263158
1071,drama,224.4213768606225
1072,drama,-60.700907300952814
1073,drama,585.0305000000002
1074,drama,-91.66666666666666
1075,drama,126.02026000000002
1076,drama,482.2038118226601
